Name,Empirical formula,CAS,SMILES,Canonical SMILES,"Mw, g*mol-1","CC50/IC50/EC50, mM","Statistics (95% CI, SEM, SD, RMSE, SE etc.)","Incubation time, h",Cell line,Method,Reference (author+year+journal),doi,Notes
"1-(2-(2,3-dihydroxypropoxy)dodecyl)pyridin-1-ium bromide;1-(1-(2,3-dihydroxypropoxy)dodecan-2-yl)pyridin-1-ium bromide (46/54 isomer ratio)",C20H36BrNO3;C20H36BrNO3,1111653-54-3;1111653-53-2,[Br-].OCC(O)COC(C[N+]=1C=CC=CC1)CCCCCCCCCC;[Br-].OCC(O)COCC([N+]=1C=CC=CC1)CCCCCCCCCC,CCCCCCCCCCC(C[n+]1ccccc1)OCC(O)CO.[Br-];CCCCCCCCCCC(COCC(O)CO)[n+]1ccccc1.[Br-],418.416;418.416,0.25,,2,RBC,Hemoglobin release,"Singh, 2009, Ind. Eng. Chem. Res.",10.1021/ie801737m,Cytotoxicity is given for a mixture of substances.
"1-(2-(2,3-dihydroxypropoxy)octadecyl)pyridin-1-ium bromide;1-(1-(2,3-dihydroxypropoxy)octadecan-2-yl)pyridin-1-ium bromide (56/44 isomer ratio)",C26H48BrNO3;C26H48BrNO3,1111653-62-3;1111653-61-2,[Br-].OCC(O)COC(C[N+]=1C=CC=CC1)CCCCCCCCCCCCCCCC;[Br-].OCC(O)COCC([N+]=1C=CC=CC1)CCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCC(C[n+]1ccccc1)OCC(O)CO.[Br-];CCCCCCCCCCCCCCCCC(COCC(O)CO)[n+]1ccccc1.[Br-],502.578;502.578,0.00843,,24,C6,MTT,"Singh, 2009, Ind. Eng. Chem. Res.",10.1021/ie801737m,Cytotoxicity is given for a mixture of substances.
"1-(2-(2,3-dihydroxypropoxy)octadecyl)pyridin-1-ium bromide;1-(1-(2,3-dihydroxypropoxy)octadecan-2-yl)pyridin-1-ium bromide (56/44 isomer ratio)",C26H48BrNO3;C26H48BrNO3,1111653-62-3;1111653-61-2,[Br-].OCC(O)COC(C[N+]=1C=CC=CC1)CCCCCCCCCCCCCCCC;[Br-].OCC(O)COCC([N+]=1C=CC=CC1)CCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCC(C[n+]1ccccc1)OCC(O)CO.[Br-];CCCCCCCCCCCCCCCCC(COCC(O)CO)[n+]1ccccc1.[Br-],502.578;502.578,0.06,,2,RBC,Hemoglobin release,"Singh, 2009, Ind. Eng. Chem. Res.",10.1021/ie801737m,Cytotoxicity is given for a mixture of substances.
"1-(2-(2,3-dihydroxypropoxy)tetradecyl)pyridin-1-ium bromide;1-(1-(2,3-dihydroxypropoxy)tetradecan-2-yl)pyridin-1-ium bromide  (50/50 isomer ratio)",C22H40BrNO3;C22H40BrNO3,1111653-57-6;1111653-55-4,[Br-].OCC(O)COC(C[N+]=1C=CC=CC1)CCCCCCCCCCCC;[Br-].OCC(O)COCC([N+]=1C=CC=CC1)CCCCCCCCCCCC,CCCCCCCCCCCCC(C[n+]1ccccc1)OCC(O)CO.[Br-];CCCCCCCCCCCCC(COCC(O)CO)[n+]1ccccc1.[Br-],446.47;446.47,0.01907,,24,C6,MTT,"Singh, 2009, Ind. Eng. Chem. Res.",10.1021/ie801737m,Cytotoxicity is given for a mixture of substances.
"1-(2-(2,3-dihydroxypropoxy)tetradecyl)pyridin-1-ium bromide;1-(1-(2,3-dihydroxypropoxy)tetradecan-2-yl)pyridin-1-ium bromide  (50/50 isomer ratio)",C22H40BrNO3;C22H40BrNO3,1111653-57-6;1111653-55-4,[Br-].OCC(O)COC(C[N+]=1C=CC=CC1)CCCCCCCCCCCC;[Br-].OCC(O)COCC([N+]=1C=CC=CC1)CCCCCCCCCCCC,CCCCCCCCCCCCC(C[n+]1ccccc1)OCC(O)CO.[Br-];CCCCCCCCCCCCC(COCC(O)CO)[n+]1ccccc1.[Br-],446.47;446.47,0.1,,2,RBC,Hemoglobin release,"Singh, 2009, Ind. Eng. Chem. Res.",10.1021/ie801737m,Cytotoxicity is given for a mixture of substances.
1-(2-(cinnamoyloxy)ethyl)pyridin-1-ium chloride,C16H16ClNO2,,O=C(/C=C/C1=CC=CC=C1)OCC[N+]2=CC=CC=C2.[Cl-],O=C(/C=C/c1ccccc1)OCC[n+]1ccccc1.[Cl-],289.762,5.81,3.45-8.17 (CI),24,CaCo-2,MTS,"Vavina, 2022, J. Mol. Liq.",10.1016/j.molliq.2022.118673,Tm - 47
1-(2-(decyloxy)-2-oxoethyl)-3-(1-methylpyrrolidin-2-yl)pyridin-1-ium bromide,C22H37BrN2O2,2097086-65-0,[Br-].O=C(OCCCCCCCCCC)C[N+]=1C=CC=C(C1)C2N(C)CCC2,CCCCCCCCCCOC(=O)C[n+]1cccc(C2CCCN2C)c1.[Br-],441.454,>0.1,,24,C6,MTT,"Singh, 2017, J. Colloid Interface Sci.",10.1016/j.jcis.2017.02.021,The exposure time is not specified and is provided in accordance with other works by the same authors.
1-(2-(decyloxy)-2-oxoethyl)pyridin-1-ium chloride,C17H28ClNO2,4987-82-0,[Cl-].O=C(OCCCCCCCCCC)C[N+]1=CC=CC=C1,CCCCCCCCCCOC(=O)C[n+]1ccccc1.[Cl-],313.869,0.12282,,24,Hep-2,Visual counting,"Hodyna, 2021, Biointerface Res. Appl. Chem.",10.33263/BRIAC123.29052957, IC50 of DMSO-soluble compounds
1-(2-(decyloxy)-2-oxoethyl)pyridin-1-ium chloride,C17H28ClNO2,4987-82-0,[Cl-].O=C(OCCCCCCCCCC)C[N+]1=CC=CC=C1,CCCCCCCCCCOC(=O)C[n+]1ccccc1.[Cl-],313.869,0.02054,,48,Hep-2,Visual counting,"Hodyna, 2021, Biointerface Res. Appl. Chem.",10.33263/BRIAC123.29052957, IC50 of DMSO-soluble compounds
1-(2-(decyloxy)-2-oxoethyl)pyridin-1-ium chloride,C17H28ClNO2,4987-82-0,[Cl-].O=C(OCCCCCCCCCC)C[N+]1=CC=CC=C1,CCCCCCCCCCOC(=O)C[n+]1ccccc1.[Cl-],313.869,0.02054,,72,Hep-2,Visual counting,"Hodyna, 2021, Biointerface Res. Appl. Chem.",10.33263/BRIAC123.29052957, IC50 of DMSO-soluble compounds
1-(2-(dodecyloxy)-2-oxoethyl)-3-(1-methylpyrrolidin-2-yl)pyridin-1-ium bromide,C24H41BrN2O2,2097086-67-2,[Br-].O=C(OCCCCCCCCCCCC)C[N+]=1C=CC=C(C1)C2N(C)CCC2,CCCCCCCCCCCCOC(=O)C[n+]1cccc(C2CCCN2C)c1.[Br-],469.508,>0.1,,24,C6,MTT,"Singh, 2017, J. Colloid Interface Sci.",10.1016/j.jcis.2017.02.021,The exposure time is not specified and is provided in accordance with other works by the same authors.
1-(2-(dodecyloxy)-2-oxoethyl)pyridin-1-ium chloride,C19H32ClNO2,36528-42-4,[Cl-].O=C(OCCCCCCCCCCCC)C[N+]1=CC=CC=C1,CCCCCCCCCCCCOC(=O)C[n+]1ccccc1.[Cl-],341.923,0.000181,,24,Hep-2,Visual counting,"Hodyna, 2021, Biointerface Res. Appl. Chem.",10.33263/BRIAC123.29052957, IC50 of DMSO-soluble compounds
1-(2-(dodecyloxy)-2-oxoethyl)pyridin-1-ium chloride,C19H32ClNO2,36528-42-4,[Cl-].O=C(OCCCCCCCCCCCC)C[N+]1=CC=CC=C1,CCCCCCCCCCCCOC(=O)C[n+]1ccccc1.[Cl-],341.923,0.000181,,48,Hep-2,Visual counting,"Hodyna, 2021, Biointerface Res. Appl. Chem.",10.33263/BRIAC123.29052957, IC50 of DMSO-soluble compounds
1-(2-(dodecyloxy)-2-oxoethyl)pyridin-1-ium chloride,C19H32ClNO2,36528-42-4,[Cl-].O=C(OCCCCCCCCCCCC)C[N+]1=CC=CC=C1,CCCCCCCCCCCCOC(=O)C[n+]1ccccc1.[Cl-],341.923,0.000181,,72,Hep-2,Visual counting,"Hodyna, 2021, Biointerface Res. Appl. Chem.",10.33263/BRIAC123.29052957, IC50 of DMSO-soluble compounds
1-(2-(octyloxy)-2-oxoethyl)pyridin-1-ium chloride,C15H24ClNO2,69458-13-5,[Cl-].O=C(OCCCCCCCC)C[N+]=1C=CC=CC1,CCCCCCCCOC(=O)C[n+]1ccccc1.[Cl-],285.815,0.35943,,24,Hep-2,Visual counting,"Hodyna, 2021, Biointerface Res. Appl. Chem.",10.33263/BRIAC123.29052957, IC50 of DMSO-soluble compounds
1-(2-(octyloxy)-2-oxoethyl)pyridin-1-ium chloride,C15H24ClNO2,69458-13-5,[Cl-].O=C(OCCCCCCCC)C[N+]=1C=CC=CC1,CCCCCCCCOC(=O)C[n+]1ccccc1.[Cl-],285.815,0.13954,,48,Hep-2,Visual counting,"Hodyna, 2021, Biointerface Res. Appl. Chem.",10.33263/BRIAC123.29052957, IC50 of DMSO-soluble compounds
1-(2-(octyloxy)-2-oxoethyl)pyridin-1-ium chloride,C15H24ClNO2,69458-13-5,[Cl-].O=C(OCCCCCCCC)C[N+]=1C=CC=CC1,CCCCCCCCOC(=O)C[n+]1ccccc1.[Cl-],285.815,0.13954,,72,Hep-2,Visual counting,"Hodyna, 2021, Biointerface Res. Appl. Chem.",10.33263/BRIAC123.29052957, IC50 of DMSO-soluble compounds
1-(2-ethoxyethyl)pyridin-1-ium bis((trifluoromethyl)sulfonyl)imide,C11H14F6N2O5S2,849418-12-8,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O(CC)CC[N+]=1C=CC=CC1,CCOCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,432.364,1.8,,72,IPC-81,WST-1,"Stolte, 2007, Green Chem.",10.1039/b615326g,
1-(2-ethoxyethyl)pyridin-1-ium bromide,C9H14BrNO,108153-25-9,[Br-].O(CC)CC[N+]=1C=CC=CC1,CCOCC[n+]1ccccc1.[Br-],232.121,17.5,,72,IPC-81,WST-1,"Stolte, 2007, Green Chem.",10.1039/b615326g,
1-(2-hydroxyethyl)-3-(tetradecyloxy)pyridin-1-ium bromide,C21H38BrNO2,1476786-48-7,[Br-].OCC[N+]=1C=CC=C(OCCCCCCCCCCCCCC)C1,CCCCCCCCCCCCCCOc1ccc[n+](CCO)c1.[Br-],416.444,0.01722,,24,C6,MTT,"Chauhan, 2013, Colloid Polym. Sci.",10.1007/s00396-013-3083-x,
1-(2-hydroxyethyl)-3-(tetradecyloxy)pyridin-1-ium chloride,C21H38ClNO2,1476786-47-6,[Cl-].OCC[N+]=1C=CC=C(OCCCCCCCCCCCCCC)C1,CCCCCCCCCCCCCCOc1ccc[n+](CCO)c1.[Cl-],371.993,0.016,,24,C6,MTT,"Chauhan, 2013, Colloid Polym. Sci.",10.1007/s00396-013-3083-x,
1-(2-hydroxyethyl)pyridin-1-ium bis((trifluoromethyl)sulfonyl)imide,C9H10F6N2O5S2,752260-02-9,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.OCC[N+]=1C=CC=CC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.OCC[n+]1ccccc1,404.31,6.2,,72,IPC-81,WST-1,"Stolte, 2007, Green Chem.",10.1039/b615326g,
1-(2-hydroxyethyl)pyridin-1-ium chloride,C7H10ClNO,34941-69-0,[Cl-].OCC[N+]=1C=CC=CC1,OCC[n+]1ccccc1.[Cl-],159.616,72.03,51.59-92.47 (CI),24,CaCo-2,MTS,"Vavina, 2022, J. Mol. Liq.",10.1016/j.molliq.2022.118673,
1-(2-hydroxyethyl)pyridin-1-ium cinnamate,C16H17NO3,,OCC[N+]1=CC=CC=C1.O=C([O-])/C=C/C2=CC=CC=C2,O=C([O-])/C=C/c1ccccc1.OCC[n+]1ccccc1,271.316,12.58,10.73-14.44 (CI),24,CaCo-2,MTS,"Vavina, 2022, J. Mol. Liq.",10.1016/j.molliq.2022.118673,Tm - 71-72
1-(2-hydroxyethyl)pyridin-1-ium iodide,C7H10INO,69095-13-2,[I-].OCC[N+]=1C=CC=CC1,OCC[n+]1ccccc1.[I-],251.067,14.3,,72,IPC-81,WST-1,"Stolte, 2007, Green Chem.",10.1039/b615326g,
