Name,Empirical formula,CAS,SMILES,Canonical SMILES,Mw. g*mol-1,"CC50/IC50/EC50, mM","Statistics (95% CI, SEM, SD, RMSE, SE etc.)","Incubation time, h",Cell line,Method,Reference (author+year+journal),doi,Notes
(1-ethoxy-1-oxopropan-2-yl)triphenylphosphonium chloride,C23H24ClO2P,18480-27-8,[Cl-].O=C(OCC)C(C)[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,CCOC(=O)C(C)[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Cl-],398.87,0.5243,,48,HeLa,MTT,"Xie, 2008, Vib. Spectrosc.",10.1016/j.vibspec.2008.03.003,
(2-(dimethylcarbamoyl)allyl)triphenylphosphonium bromide,C24H25BrNOP,2664079-68-7,[Br-].O=C(C(=C)C[P+](C=1C=CC=CC1)(C=2C=CC=CC2)C=3C=CC=CC3)N(C)C,C=C(C[P+](c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)N(C)C.[Br-],454.348,>0.100,,72,MCF-7,MTT,"Gardner, 2021, Bioorg. Med. Chem. Lett.",10.1016/j.bmcl.2021.128136,
(2-(dimethylcarbamoyl)allyl)triphenylphosphonium bromide,C24H25BrNOP,2664079-68-7,[Br-].O=C(C(=C)C[P+](C=1C=CC=CC1)(C=2C=CC=CC2)C=3C=CC=CC3)N(C)C,C=C(C[P+](c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)N(C)C.[Br-],454.348,>0.100,,72,MDA-MB-231,MTT,"Gardner, 2021, Bioorg. Med. Chem. Lett.",10.1016/j.bmcl.2021.128136,
(2-(dimethylcarbamoyl)allyl)triphenylphosphonium bromide,C24H25BrNOP,2664079-68-7,[Br-].O=C(C(=C)C[P+](C=1C=CC=CC1)(C=2C=CC=CC2)C=3C=CC=CC3)N(C)C,C=C(C[P+](c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)N(C)C.[Br-],454.348,>0.100,,72,MIA PaCa-2,MTT,"Gardner, 2021, Bioorg. Med. Chem. Lett.",10.1016/j.bmcl.2021.128136,
(2-(dimethylcarbamoyl)allyl)triphenylphosphonium bromide,C24H25BrNOP,2664079-68-7,[Br-].O=C(C(=C)C[P+](C=1C=CC=CC1)(C=2C=CC=CC2)C=3C=CC=CC3)N(C)C,C=C(C[P+](c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)N(C)C.[Br-],454.348,0.0812,0.007 (SEM),72,WiDr,MTT,"Gardner, 2021, Bioorg. Med. Chem. Lett.",10.1016/j.bmcl.2021.128136,
(2-(dimethylcarbamoyl)allyl)triphenylphosphonium bromide,C24H25BrNOP,2664079-68-7,[Br-].O=C(C(=C)C[P+](C=1C=CC=CC1)(C=2C=CC=CC2)C=3C=CC=CC3)N(C)C,C=C(C[P+](c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)N(C)C.[Br-],454.348,>0.100,,72,4T1,MTT,"Gardner, 2021, Bioorg. Med. Chem. Lett.",10.1016/j.bmcl.2021.128136,
(2-(dimethylcarbamoyl)allyl)triphenylphosphonium bromide,C24H25BrNOP,2664079-68-7,[Br-].O=C(C(=C)C[P+](C=1C=CC=CC1)(C=2C=CC=CC2)C=3C=CC=CC3)N(C)C,C=C(C[P+](c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)N(C)C.[Br-],454.348,>0.100,,72,67NR,MTT,"Gardner, 2021, Bioorg. Med. Chem. Lett.",10.1016/j.bmcl.2021.128136,
(2-(methoxycarbonyl)allyl)triphenylphosphonium bromide,C23H22BrO2P,72707-68-7,[Br-].O=C(OC)C(=C)C[P+](C=1C=CC=CC1)(C=2C=CC=CC2)C=3C=CC=CC3,C=C(C[P+](c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)OC.[Br-],441.305,0.0199,0.0033 (SEM),72,MCF-7,MTT,"Gardner, 2021, Bioorg. Med. Chem. Lett.",10.1016/j.bmcl.2021.128136,
(2-(methoxycarbonyl)allyl)triphenylphosphonium bromide,C23H22BrO2P,72707-68-7,[Br-].O=C(OC)C(=C)C[P+](C=1C=CC=CC1)(C=2C=CC=CC2)C=3C=CC=CC3,C=C(C[P+](c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)OC.[Br-],441.305,0.0289,0.0127 (SEM),72,MDA-MB-231,MTT,"Gardner, 2021, Bioorg. Med. Chem. Lett.",10.1016/j.bmcl.2021.128136,
(2-(methoxycarbonyl)allyl)triphenylphosphonium bromide,C23H22BrO2P,72707-68-7,[Br-].O=C(OC)C(=C)C[P+](C=1C=CC=CC1)(C=2C=CC=CC2)C=3C=CC=CC3,C=C(C[P+](c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)OC.[Br-],441.305,0.0274,0.005 (SEM),72,MIA PaCa-2,MTT,"Gardner, 2021, Bioorg. Med. Chem. Lett.",10.1016/j.bmcl.2021.128136,
(2-(methoxycarbonyl)allyl)triphenylphosphonium bromide,C23H22BrO2P,72707-68-7,[Br-].O=C(OC)C(=C)C[P+](C=1C=CC=CC1)(C=2C=CC=CC2)C=3C=CC=CC3,C=C(C[P+](c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)OC.[Br-],441.305,0.00774,0.0021 (SEM),72,WiDr,MTT,"Gardner, 2021, Bioorg. Med. Chem. Lett.",10.1016/j.bmcl.2021.128136,
(2-(methoxycarbonyl)allyl)triphenylphosphonium bromide,C23H22BrO2P,72707-68-7,[Br-].O=C(OC)C(=C)C[P+](C=1C=CC=CC1)(C=2C=CC=CC2)C=3C=CC=CC3,C=C(C[P+](c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)OC.[Br-],441.305,0.0148,0.0048 (SEM),72,4T1,MTT,"Gardner, 2021, Bioorg. Med. Chem. Lett.",10.1016/j.bmcl.2021.128136,
(2-(methoxycarbonyl)allyl)triphenylphosphonium bromide,C23H22BrO2P,72707-68-7,[Br-].O=C(OC)C(=C)C[P+](C=1C=CC=CC1)(C=2C=CC=CC2)C=3C=CC=CC3,C=C(C[P+](c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)OC.[Br-],441.305,0.0584,0.0116 (SEM),72,67NR,MTT,"Gardner, 2021, Bioorg. Med. Chem. Lett.",10.1016/j.bmcl.2021.128136,
(2-(methoxycarbonyl)allyl)tri-p-tolylphosphonium bromide,C26H28BrO2P,2664079-59-6,[Br-].O=C(OC)C(=C)C[P+](C1=CC=C(C=C1)C)(C2=CC=C(C=C2)C)C3=CC=C(C=C3)C,C=C(C[P+](c1ccc(C)cc1)(c1ccc(C)cc1)c1ccc(C)cc1)C(=O)OC.[Br-],483.386,0.00243,0.0004 (SEM),72,MCF-7,MTT,"Gardner, 2021, Bioorg. Med. Chem. Lett.",10.1016/j.bmcl.2021.128136,
(2-(methoxycarbonyl)allyl)tri-p-tolylphosphonium bromide,C26H28BrO2P,2664079-59-6,[Br-].O=C(OC)C(=C)C[P+](C1=CC=C(C=C1)C)(C2=CC=C(C=C2)C)C3=CC=C(C=C3)C,C=C(C[P+](c1ccc(C)cc1)(c1ccc(C)cc1)c1ccc(C)cc1)C(=O)OC.[Br-],483.386,0.00379,0.0002 (SEM),72,MDA-MB-231,MTT,"Gardner, 2021, Bioorg. Med. Chem. Lett.",10.1016/j.bmcl.2021.128136,
(2-(methoxycarbonyl)allyl)tri-p-tolylphosphonium bromide,C26H28BrO2P,2664079-59-6,[Br-].O=C(OC)C(=C)C[P+](C1=CC=C(C=C1)C)(C2=CC=C(C=C2)C)C3=CC=C(C=C3)C,C=C(C[P+](c1ccc(C)cc1)(c1ccc(C)cc1)c1ccc(C)cc1)C(=O)OC.[Br-],483.386,0.00266,0.0002 (SEM),72,MIA PaCa-2,MTT,"Gardner, 2021, Bioorg. Med. Chem. Lett.",10.1016/j.bmcl.2021.128136,
(2-(methoxycarbonyl)allyl)tri-p-tolylphosphonium bromide,C26H28BrO2P,2664079-59-6,[Br-].O=C(OC)C(=C)C[P+](C1=CC=C(C=C1)C)(C2=CC=C(C=C2)C)C3=CC=C(C=C3)C,C=C(C[P+](c1ccc(C)cc1)(c1ccc(C)cc1)c1ccc(C)cc1)C(=O)OC.[Br-],483.386,0.00148,0.0003 (SEM),72,WiDr,MTT,"Gardner, 2021, Bioorg. Med. Chem. Lett.",10.1016/j.bmcl.2021.128136,
(2-(methoxycarbonyl)allyl)tri-p-tolylphosphonium bromide,C26H28BrO2P,2664079-59-6,[Br-].O=C(OC)C(=C)C[P+](C1=CC=C(C=C1)C)(C2=CC=C(C=C2)C)C3=CC=C(C=C3)C,C=C(C[P+](c1ccc(C)cc1)(c1ccc(C)cc1)c1ccc(C)cc1)C(=O)OC.[Br-],483.386,0.00178,0.0004 (SEM),72,4T1,MTT,"Gardner, 2021, Bioorg. Med. Chem. Lett.",10.1016/j.bmcl.2021.128136,
(2-(methoxycarbonyl)allyl)tri-p-tolylphosphonium bromide,C26H28BrO2P,2664079-59-6,[Br-].O=C(OC)C(=C)C[P+](C1=CC=C(C=C1)C)(C2=CC=C(C=C2)C)C3=CC=C(C=C3)C,C=C(C[P+](c1ccc(C)cc1)(c1ccc(C)cc1)c1ccc(C)cc1)C(=O)OC.[Br-],483.386,0.00534,0.0012 (SEM),72,67NR,MTT,"Gardner, 2021, Bioorg. Med. Chem. Lett.",10.1016/j.bmcl.2021.128136,
(2-(methoxycarbonyl)allyl)tris(4-methoxyphenyl)phosphonium bromide,C26H28BrO5P,2664079-63-2,[Br-].O=C(OC)C(=C)C[P+](C1=CC=C(OC)C=C1)(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3,C=C(C[P+](c1ccc(OC)cc1)(c1ccc(OC)cc1)c1ccc(OC)cc1)C(=O)OC.[Br-],531.383,0.00278,0.0006 (SEM),72,MCF-7,MTT,"Gardner, 2021, Bioorg. Med. Chem. Lett.",10.1016/j.bmcl.2021.128136,
(2-(methoxycarbonyl)allyl)tris(4-methoxyphenyl)phosphonium bromide,C26H28BrO5P,2664079-63-2,[Br-].O=C(OC)C(=C)C[P+](C1=CC=C(OC)C=C1)(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3,C=C(C[P+](c1ccc(OC)cc1)(c1ccc(OC)cc1)c1ccc(OC)cc1)C(=O)OC.[Br-],531.383,0.00487,0.0008 (SEM),72,MDA-MB-231,MTT,"Gardner, 2021, Bioorg. Med. Chem. Lett.",10.1016/j.bmcl.2021.128136,
(2-(methoxycarbonyl)allyl)tris(4-methoxyphenyl)phosphonium bromide,C26H28BrO5P,2664079-63-2,[Br-].O=C(OC)C(=C)C[P+](C1=CC=C(OC)C=C1)(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3,C=C(C[P+](c1ccc(OC)cc1)(c1ccc(OC)cc1)c1ccc(OC)cc1)C(=O)OC.[Br-],531.383,0.0036,0.0005 (SEM),72,MIA PaCa-2,MTT,"Gardner, 2021, Bioorg. Med. Chem. Lett.",10.1016/j.bmcl.2021.128136,
(2-(methoxycarbonyl)allyl)tris(4-methoxyphenyl)phosphonium bromide,C26H28BrO5P,2664079-63-2,[Br-].O=C(OC)C(=C)C[P+](C1=CC=C(OC)C=C1)(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3,C=C(C[P+](c1ccc(OC)cc1)(c1ccc(OC)cc1)c1ccc(OC)cc1)C(=O)OC.[Br-],531.383,0.00162,0.0002 (SEM),72,WiDr,MTT,"Gardner, 2021, Bioorg. Med. Chem. Lett.",10.1016/j.bmcl.2021.128136,
(2-(methoxycarbonyl)allyl)tris(4-methoxyphenyl)phosphonium bromide,C26H28BrO5P,2664079-63-2,[Br-].O=C(OC)C(=C)C[P+](C1=CC=C(OC)C=C1)(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3,C=C(C[P+](c1ccc(OC)cc1)(c1ccc(OC)cc1)c1ccc(OC)cc1)C(=O)OC.[Br-],531.383,0.00185,0.0002 (SEM),72,4T1,MTT,"Gardner, 2021, Bioorg. Med. Chem. Lett.",10.1016/j.bmcl.2021.128136,
(2-(methoxycarbonyl)allyl)tris(4-methoxyphenyl)phosphonium bromide,C26H28BrO5P,2664079-63-2,[Br-].O=C(OC)C(=C)C[P+](C1=CC=C(OC)C=C1)(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3,C=C(C[P+](c1ccc(OC)cc1)(c1ccc(OC)cc1)c1ccc(OC)cc1)C(=O)OC.[Br-],531.383,0.0106,0.0015 (SEM),72,67NR,MTT,"Gardner, 2021, Bioorg. Med. Chem. Lett.",10.1016/j.bmcl.2021.128136,
(2-(tert-butoxycarbonyl)allyl)triphenylphosphonium bromide,C26H28BrO2P,2664079-67-6,[Br-].O=C(OC(C)(C)C)C(=C)C[P+](C=1C=CC=CC1)(C=2C=CC=CC2)C=3C=CC=CC3,C=C(C[P+](c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)OC(C)(C)C.[Br-],483.386,0.00199,0.0002 (SEM),72,MCF-7,MTT,"Gardner, 2021, Bioorg. Med. Chem. Lett.",10.1016/j.bmcl.2021.128136,
(2-(tert-butoxycarbonyl)allyl)triphenylphosphonium bromide,C26H28BrO2P,2664079-67-6,[Br-].O=C(OC(C)(C)C)C(=C)C[P+](C=1C=CC=CC1)(C=2C=CC=CC2)C=3C=CC=CC3,C=C(C[P+](c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)OC(C)(C)C.[Br-],483.386,0.00288,0.0003 (SEM),72,MDA-MB-231,MTT,"Gardner, 2021, Bioorg. Med. Chem. Lett.",10.1016/j.bmcl.2021.128136,
(2-(tert-butoxycarbonyl)allyl)triphenylphosphonium bromide,C26H28BrO2P,2664079-67-6,[Br-].O=C(OC(C)(C)C)C(=C)C[P+](C=1C=CC=CC1)(C=2C=CC=CC2)C=3C=CC=CC3,C=C(C[P+](c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)OC(C)(C)C.[Br-],483.386,0.00287,0.0004 (SEM),72,MIA PaCa-2,MTT,"Gardner, 2021, Bioorg. Med. Chem. Lett.",10.1016/j.bmcl.2021.128136,
(2-(tert-butoxycarbonyl)allyl)triphenylphosphonium bromide,C26H28BrO2P,2664079-67-6,[Br-].O=C(OC(C)(C)C)C(=C)C[P+](C=1C=CC=CC1)(C=2C=CC=CC2)C=3C=CC=CC3,C=C(C[P+](c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)OC(C)(C)C.[Br-],483.386,0.00208,0.0003 (SEM),72,WiDr,MTT,"Gardner, 2021, Bioorg. Med. Chem. Lett.",10.1016/j.bmcl.2021.128136,
(2-(tert-butoxycarbonyl)allyl)triphenylphosphonium bromide,C26H28BrO2P,2664079-67-6,[Br-].O=C(OC(C)(C)C)C(=C)C[P+](C=1C=CC=CC1)(C=2C=CC=CC2)C=3C=CC=CC3,C=C(C[P+](c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)OC(C)(C)C.[Br-],483.386,0.00276,0.0003 (SEM),72,4T1,MTT,"Gardner, 2021, Bioorg. Med. Chem. Lett.",10.1016/j.bmcl.2021.128136,
(2-(tert-butoxycarbonyl)allyl)triphenylphosphonium bromide,C26H28BrO2P,2664079-67-6,[Br-].O=C(OC(C)(C)C)C(=C)C[P+](C=1C=CC=CC1)(C=2C=CC=CC2)C=3C=CC=CC3,C=C(C[P+](c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)OC(C)(C)C.[Br-],483.386,0.00757,0.0011 (SEM),72,67NR,MTT,"Gardner, 2021, Bioorg. Med. Chem. Lett.",10.1016/j.bmcl.2021.128136,
(2-(tert-butoxycarbonyl)allyl)tris(4-methoxyphenyl)phosphonium bromide,C29H34BrO5P,2664079-65-4,[Br-].O=C(OC(C)(C)C)C(=C)C[P+](C1=CC=C(OC)C=C1)(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3,C=C(C[P+](c1ccc(OC)cc1)(c1ccc(OC)cc1)c1ccc(OC)cc1)C(=O)OC(C)(C)C.[Br-],573.464,0.00098,0.0004 (SEM),72,MCF-7,MTT,"Gardner, 2021, Bioorg. Med. Chem. Lett.",10.1016/j.bmcl.2021.128136,
(2-(tert-butoxycarbonyl)allyl)tris(4-methoxyphenyl)phosphonium bromide,C29H34BrO5P,2664079-65-4,[Br-].O=C(OC(C)(C)C)C(=C)C[P+](C1=CC=C(OC)C=C1)(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3,C=C(C[P+](c1ccc(OC)cc1)(c1ccc(OC)cc1)c1ccc(OC)cc1)C(=O)OC(C)(C)C.[Br-],573.464,0.00269,0.0003 (SEM),72,MDA-MB-231,MTT,"Gardner, 2021, Bioorg. Med. Chem. Lett.",10.1016/j.bmcl.2021.128136,
(2-(tert-butoxycarbonyl)allyl)tris(4-methoxyphenyl)phosphonium bromide,C29H34BrO5P,2664079-65-4,[Br-].O=C(OC(C)(C)C)C(=C)C[P+](C1=CC=C(OC)C=C1)(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3,C=C(C[P+](c1ccc(OC)cc1)(c1ccc(OC)cc1)c1ccc(OC)cc1)C(=O)OC(C)(C)C.[Br-],573.464,0.00139,0.0006 (SEM),72,MIA PaCa-2,MTT,"Gardner, 2021, Bioorg. Med. Chem. Lett.",10.1016/j.bmcl.2021.128136,
(2-(tert-butoxycarbonyl)allyl)tris(4-methoxyphenyl)phosphonium bromide,C29H34BrO5P,2664079-65-4,[Br-].O=C(OC(C)(C)C)C(=C)C[P+](C1=CC=C(OC)C=C1)(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3,C=C(C[P+](c1ccc(OC)cc1)(c1ccc(OC)cc1)c1ccc(OC)cc1)C(=O)OC(C)(C)C.[Br-],573.464,0.00081,0.0001 (SEM),72,WiDr,MTT,"Gardner, 2021, Bioorg. Med. Chem. Lett.",10.1016/j.bmcl.2021.128136,
(2-(tert-butoxycarbonyl)allyl)tris(4-methoxyphenyl)phosphonium bromide,C29H34BrO5P,2664079-65-4,[Br-].O=C(OC(C)(C)C)C(=C)C[P+](C1=CC=C(OC)C=C1)(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3,C=C(C[P+](c1ccc(OC)cc1)(c1ccc(OC)cc1)c1ccc(OC)cc1)C(=O)OC(C)(C)C.[Br-],573.464,0.00108,0.0002 (SEM),72,4T1,MTT,"Gardner, 2021, Bioorg. Med. Chem. Lett.",10.1016/j.bmcl.2021.128136,
(2-(tert-butoxycarbonyl)allyl)tris(4-methoxyphenyl)phosphonium bromide,C29H34BrO5P,2664079-65-4,[Br-].O=C(OC(C)(C)C)C(=C)C[P+](C1=CC=C(OC)C=C1)(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3,C=C(C[P+](c1ccc(OC)cc1)(c1ccc(OC)cc1)c1ccc(OC)cc1)C(=O)OC(C)(C)C.[Br-],573.464,0.00217,0.0008 (SEM),72,67NR,MTT,"Gardner, 2021, Bioorg. Med. Chem. Lett.",10.1016/j.bmcl.2021.128136,
(2-oxo-2-(phenylamino)ethyl)triphenylphosphonium chloride,C26H23ClNOP,101838-56-6,[Cl-].O=C(NC1=CC=CC=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4,O=C(C[P+](c1ccccc1)(c1ccccc1)c1ccccc1)Nc1ccccc1.[Cl-],431.903,0.1736,,48,HeLa,MTT,"Xie, 2008, Vib. Spectrosc.",10.1016/j.vibspec.2008.03.003,
"(3-((4,5-dihydroxy-7-methyl-9,10-dioxo-9,10-dihydroanthracen-2-yl)oxy)propyl)triphenylphosphonium bromide",C36H30BrO5P,1620981-89-6,[Br-].O=C1C=2C=C(OCCC[P+](C=3C=CC=CC3)(C=4C=CC=CC4)C=5C=CC=CC5)C=C(O)C2C(=O)C6=C(O)C=C(C=C16)C,Cc1cc(O)c2c(c1)C(=O)c1cc(OCCC[P+](c3ccccc3)(c3ccccc3)c3ccccc3)cc(O)c1C2=O.[Br-],653.509,0.0032,0.00016 (ND),24,A375,MTT,"Yang, 2015, Chem. Biol. Drug Des.",10.1111/cbdd.12612,
"(3-((4,5-dihydroxy-7-methyl-9,10-dioxo-9,10-dihydroanthracen-2-yl)oxy)propyl)triphenylphosphonium bromide",C36H30BrO5P,1620981-89-6,[Br-].O=C1C=2C=C(OCCC[P+](C=3C=CC=CC3)(C=4C=CC=CC4)C=5C=CC=CC5)C=C(O)C2C(=O)C6=C(O)C=C(C=C16)C,Cc1cc(O)c2c(c1)C(=O)c1cc(OCCC[P+](c3ccccc3)(c3ccccc3)c3ccccc3)cc(O)c1C2=O.[Br-],653.509,0.00478,0.00073 (ND),24,BGC-823,MTT,"Yang, 2015, Chem. Biol. Drug Des.",10.1111/cbdd.12612,
"(3-((4,5-dihydroxy-7-methyl-9,10-dioxo-9,10-dihydroanthracen-2-yl)oxy)propyl)triphenylphosphonium bromide",C36H30BrO5P,1620981-89-6,[Br-].O=C1C=2C=C(OCCC[P+](C=3C=CC=CC3)(C=4C=CC=CC4)C=5C=CC=CC5)C=C(O)C2C(=O)C6=C(O)C=C(C=C16)C,Cc1cc(O)c2c(c1)C(=O)c1cc(OCCC[P+](c3ccccc3)(c3ccccc3)c3ccccc3)cc(O)c1C2=O.[Br-],653.509,0.00534,0.00014 (ND),24,HepG2,MTT,"Yang, 2015, Chem. Biol. Drug Des.",10.1111/cbdd.12612,
"(3-((4,5-dihydroxy-7-methyl-9,10-dioxo-9,10-dihydroanthracen-2-yl)oxy)propyl)triphenylphosphonium bromide",C36H30BrO5P,1620981-89-6,[Br-].O=C1C=2C=C(OCCC[P+](C=3C=CC=CC3)(C=4C=CC=CC4)C=5C=CC=CC5)C=C(O)C2C(=O)C6=C(O)C=C(C=C16)C,Cc1cc(O)c2c(c1)C(=O)c1cc(OCCC[P+](c3ccccc3)(c3ccccc3)c3ccccc3)cc(O)c1C2=O.[Br-],653.509,0.0043,0.00022 (ND),24,HELF,MTT,"Yang, 2015, Chem. Biol. Drug Des.",10.1111/cbdd.12612,
