Name,Empirical formula,CAS,SMILES,Canonical SMILES,Mw. g*mol-1,"CC50/IC50/EC50, mM","Statistics (95% CI, SEM, SD, RMSE, SE etc.)","Incubation time, h",Cell line,Method,Reference (author+year+journal),doi,Notes
1-ethylpiperazin-1-ium tetrafluoroborate,C6H15BF4N2,1803146-18-0,F[B-](F)(F)F.CC[NH+]1CCNCC1,CC[NH+]1CCNCC1.F[B-](F)(F)F,202.004,1.733,0.297 (SD),24,HEK293,MTT,"Yu, 2016, J. Hazard. Mater.",10.1016/j.jhazmat.2015.12.028,CAS for neutral compound
1-ethylpiperazin-1-ium tetrafluoroborate,C6H15BF4N2,1803146-18-0,F[B-](F)(F)F.CC[NH+]1CCNCC1,CC[NH+]1CCNCC1.F[B-](F)(F)F,202.004,1.436,0.050 (SD),48,HEK293,MTT,"Yu, 2016, J. Hazard. Mater.",10.1016/j.jhazmat.2015.12.028,CAS for neutral compound
1-ethylpiperazin-1-ium tetrafluoroborate,C6H15BF4N2,1803146-18-0,F[B-](F)(F)F.CC[NH+]1CCNCC1,CC[NH+]1CCNCC1.F[B-](F)(F)F,202.004,2.822,0.149 (SD),24,C6,MTT,"Yu, 2016, J. Hazard. Mater.",10.1016/j.jhazmat.2015.12.028,CAS for neutral compound
1-ethylpiperazin-1-ium tetrafluoroborate,C6H15BF4N2,1803146-18-0,F[B-](F)(F)F.CC[NH+]1CCNCC1,CC[NH+]1CCNCC1.F[B-](F)(F)F,202.004,1.881,0.050 (SD),48,C6,MTT,"Yu, 2016, J. Hazard. Mater.",10.1016/j.jhazmat.2015.12.028,CAS for neutral compound
1-methylpiperazin-1-ium 2-hydroxypropanoate,C8H18N2O3,1363909-90-3,C[NH+]1CCNCC1.CC(O)C([O-])=O,CC(O)C(=O)[O-].C[NH+]1CCNCC1,190.243,15.033,0.158 (SD),24,HEK293,MTT,"Yu, 2016, J. Hazard. Mater.",10.1016/j.jhazmat.2015.12.028,CAS for neutral compound
1-methylpiperazin-1-ium 2-hydroxypropanoate,C8H18N2O3,1363909-90-3,C[NH+]1CCNCC1.CC(O)C([O-])=O,CC(O)C(=O)[O-].C[NH+]1CCNCC1,190.243,9.935,0.105 (SD),48,HEK293,MTT,"Yu, 2016, J. Hazard. Mater.",10.1016/j.jhazmat.2015.12.028,CAS for neutral compound
1-methylpiperazin-1-ium 2-hydroxypropanoate,C8H18N2O3,1363909-90-3,C[NH+]1CCNCC1.CC(O)C([O-])=O,CC(O)C(=O)[O-].C[NH+]1CCNCC1,190.243,>52.564,,24,C6,MTT,"Yu, 2016, J. Hazard. Mater.",10.1016/j.jhazmat.2015.12.028,CAS for neutral compound
1-methylpiperazin-1-ium 2-hydroxypropanoate,C8H18N2O3,1363909-90-3,C[NH+]1CCNCC1.CC(O)C([O-])=O,CC(O)C(=O)[O-].C[NH+]1CCNCC1,190.243,18.45,0.946 (SD),48,C6,MTT,"Yu, 2016, J. Hazard. Mater.",10.1016/j.jhazmat.2015.12.028,CAS for neutral compound
4-phenylpiperazin-1-ium 2-hydroxypropanoate,C13H20N2O3,23168-92-5,CC(O)C([O-])=O.N1(C2=CC=CC=C2)CC[NH2+]CC1,CC(O)C(=O)[O-].c1ccc(N2CC[NH2+]CC2)cc1,252.314,0.713,0.317 (SD),24,HEK293,MTT,"Yu, 2016, J. Hazard. Mater.",10.1016/j.jhazmat.2015.12.028,CAS for neutral compound
4-phenylpiperazin-1-ium 2-hydroxypropanoate,C13H20N2O3,23168-92-5,CC(O)C([O-])=O.N1(C2=CC=CC=C2)CC[NH2+]CC1,CC(O)C(=O)[O-].c1ccc(N2CC[NH2+]CC2)cc1,252.314,0.594,0.277 (SD),48,HEK293,MTT,"Yu, 2016, J. Hazard. Mater.",10.1016/j.jhazmat.2015.12.028,CAS for neutral compound
4-phenylpiperazin-1-ium 2-hydroxypropanoate,C13H20N2O3,23168-92-5,CC(O)C([O-])=O.N1(C2=CC=CC=C2)CC[NH2+]CC1,CC(O)C(=O)[O-].c1ccc(N2CC[NH2+]CC2)cc1,252.314,1.902,0.04 (SD),24,C6,MTT,"Yu, 2016, J. Hazard. Mater.",10.1016/j.jhazmat.2015.12.028,CAS for neutral compound
4-phenylpiperazin-1-ium 2-hydroxypropanoate,C13H20N2O3,23168-92-5,CC(O)C([O-])=O.N1(C2=CC=CC=C2)CC[NH2+]CC1,CC(O)C(=O)[O-].c1ccc(N2CC[NH2+]CC2)cc1,252.314,1.665,0.079 (SD),48,C6,MTT,"Yu, 2016, J. Hazard. Mater.",10.1016/j.jhazmat.2015.12.028,CAS for neutral compound
4-phenylpiperazin-1-ium tetrafluoroborate,C10H15BF4N2,1803146-19-1,F[B-](F)(F)F.C1(N2CC[NH2+]CC2)=CC=CC=C1,F[B-](F)(F)F.c1ccc(N2CC[NH2+]CC2)cc1,250.048,0.64,0.040 (SD),24,HEK293,MTT,"Yu, 2016, J. Hazard. Mater.",10.1016/j.jhazmat.2015.12.028,"According to CAS, the compound consists of a neutral molecule, one charged molecule and a proton. CAS for neutral compound"
4-phenylpiperazin-1-ium tetrafluoroborate,C10H15BF4N2,1803146-19-1,F[B-](F)(F)F.C1(N2CC[NH2+]CC2)=CC=CC=C1,F[B-](F)(F)F.c1ccc(N2CC[NH2+]CC2)cc1,250.048,0.48,0.080 (SD),48,HEK293,MTT,"Yu, 2016, J. Hazard. Mater.",10.1016/j.jhazmat.2015.12.028,"According to CAS, the compound consists of a neutral molecule, one charged molecule and a proton. CAS for neutral compound"
4-phenylpiperazin-1-ium tetrafluoroborate,C10H15BF4N2,1803146-19-1,F[B-](F)(F)F.C1(N2CC[NH2+]CC2)=CC=CC=C1,F[B-](F)(F)F.c1ccc(N2CC[NH2+]CC2)cc1,250.048,1.12,0.044 (SD),24,C6,MTT,"Yu, 2016, J. Hazard. Mater.",10.1016/j.jhazmat.2015.12.028,"According to CAS, the compound consists of a neutral molecule, one charged molecule and a proton. CAS for neutral compound"
4-phenylpiperazin-1-ium tetrafluoroborate,C10H15BF4N2,1803146-19-1,F[B-](F)(F)F.C1(N2CC[NH2+]CC2)=CC=CC=C1,F[B-](F)(F)F.c1ccc(N2CC[NH2+]CC2)cc1,250.048,1.32,0.200 (SD),48,C6,MTT,"Yu, 2016, J. Hazard. Mater.",10.1016/j.jhazmat.2015.12.028,"According to CAS, the compound consists of a neutral molecule, one charged molecule and a proton. CAS for neutral compound"
