Name,Empirical formula,CAS,SMILES,Canonical SMILES,"Mw,g*mol-1","CC50/IC50/EC50, mM","Statistics (95% CI, SEM, SD, RMSE, SE etc.)","Incubation time, h",Cell line,Method,Reference (author+year+journal),doi,Notes
"1-(4,5-bis(methylthio)pentyl)-1-methylpyrrolidin-1-ium bis((trifluoromethyl)sulfonyl)imide",C14H26F6N2O4S4,952417-13-9,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.S(C)CC(SC)CCC[N+]1(C)CCCC1,CSCC(CCC[N+]1(C)CCCC1)SC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,528.628,3.14,,24,MCF-7,MTT,"Kumar, 2008, Environ. Toxicol.",10.1002/tox.20443,"After 24-h incubation, cells were grown for 2 more days, and then the MTT assay was carried out."
1-(cyanomethyl)-1-methylpyrrolidin-1-ium bis((trifluoromethyl)sulfonyl)imide,C9H13F6N3O4S2,1017553-47-7,N#CC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C[N+]1(CC#N)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,405.342,6.4,,72,IPC-81,WST-1,"Stolte, 2007, Green Chem.",10.1039/b615326g,
1-(cyanomethyl)-1-methylpyrrolidin-1-ium chloride,C7H13ClN2,194986-69-1,[Cl-].N#CC[N+]1(C)CCCC1,C[N+]1(CC#N)CCCC1.[Cl-],160.648,17.1,,72,IPC-81,WST-1,"Stolte, 2007, Green Chem.",10.1039/b615326g,
1-(ethoxymethyl)-1-methylpyrrolidin-1-ium bis((trifluoromethyl)sulfonyl)imide,C10H18F6N2O5S2,1373334-02-1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O(CC)C[N+]1(C)CCCC1,CCOC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,424.385,1.8,,72,IPC-81,WST-1,"Stolte, 2007, Green Chem.",10.1039/b615326g,
1-(ethoxymethyl)-1-methylpyrrolidin-1-ium chloride,C8H18ClNO,151263-00-2,[Cl-].O(CC)C[N+]1(C)CCCC1,CCOC[N+]1(C)CCCC1.[Cl-],179.691,0.85,,72,IPC-81,WST-1,"Stolte, 2007, Green Chem.",10.1039/b615326g,
"1,1-dihexylpyrrolidin-1-ium tetrafluoroborate",C16H34BF4N,952429-75-3,F[B-](F)(F)F.CCCCCC[N+]1(CCCCCC)CCCC1,CCCCCC[N+]1(CCCCCC)CCCC1.F[B-](F)(F)F,327.259,0.017,,48,IPC-81,WST-1,"Ranke, 2007, Ecotoxicol. Environ. Saf.",10.1016/j.ecoenv.2006.08.008,Lg(EC50) = 1.23 (uM).
"1-butyl-1-methylpyrrolidin-1-ium 1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonate",C13H20F9NO3S,914607-08-2,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.CCCC[N+]1(C)CCCC1,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,441.356,10.0,,24,CaCo-2,MTS,"Vieira, 2019, Chemosphere",10.1016/j.chemosphere.2018.10.159,
"1-butyl-1-methylpyrrolidin-1-ium 1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonate",C13H20F9NO3S,914607-08-2,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.CCCC[N+]1(C)CCCC1,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,441.356,10.0,,24,HepG2,MTS,"Vieira, 2019, Chemosphere",10.1016/j.chemosphere.2018.10.159,
"1-butyl-1-methylpyrrolidin-1-ium 1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonate",C13H20F9NO3S,914607-08-2,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.CCCC[N+]1(C)CCCC1,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,441.356,10.0,,24,EA.hy926,MTS,"Vieira, 2019, Chemosphere",10.1016/j.chemosphere.2018.10.159,
"1-butyl-1-methylpyrrolidin-1-ium 1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonate",C13H20F9NO3S,914607-08-2,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.CCCC[N+]1(C)CCCC1,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,441.356,10.0,,4,CaCo-2,MTS,"Pereiro, 2013, ACS Sustain. Chem. Eng.",10.1021/sc300163n,Lg(EC50)  4 (uM).
"1-butyl-1-methylpyrrolidin-1-ium 1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonate",C13H20F9NO3S,914607-08-2,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.CCCC[N+]1(C)CCCC1,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,441.356,10.0,,4,HepG2,MTS,"Pereiro, 2013, ACS Sustain. Chem. Eng.",10.1021/sc300163n,Lg(EC50)  4 (uM).
1-butyl-1-methylpyrrolidin-1-ium bis((trifluoromethyl)sulfonyl)imide,C11H20F6N2O4S2,223437-11-4,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.CCCC[N+]1(C)CCCC1,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,422.413,1.392,,24,MCF-7,MTT,"Kumar, 2008, Environ. Toxicol.",10.1002/tox.20443,"After 24-h incubation, cells were grown for 2 more days, and then the MTT assay was carried out."
1-butyl-1-methylpyrrolidin-1-ium bis((trifluoromethyl)sulfonyl)imide,C11H20F6N2O4S2,223437-11-4,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.CCCC[N+]1(C)CCCC1,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,422.413,7.29,0.35 (SD),72,NHDF,MTS,"Musiał, 2017, ACS Sustain. Chem. Eng.",10.1021/acssuschemeng.7b02918,
1-butyl-1-methylpyrrolidin-1-ium bis((trifluoromethyl)sulfonyl)imide,C11H20F6N2O4S2,223437-11-4,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.CCCC[N+]1(C)CCCC1,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,422.413,1.0,,72,IPC-81,WST-1,"Stolte, 2007, Green Chem.",10.1039/b615326g,
1-butyl-1-methylpyrrolidin-1-ium bromide,C9H20BrN,93457-69-3,[Br-].CCCC[N+]1(C)CCCC1,CCCC[N+]1(C)CCCC1.[Br-],222.17,17.8,,24,MCF-7,MTT,"Kumar, 2008, Environ. Toxicol.",10.1002/tox.20443,"After 24-h incubation, cells were grown for 2 more days, and then the MTT assay was carried out."
1-butyl-1-methylpyrrolidin-1-ium bromide,C9H20BrN,93457-69-3,[Br-].CCCC[N+]1(C)CCCC1,CCCC[N+]1(C)CCCC1.[Br-],222.17,5.888,,48,IPC-81,WST-1,"Ranke, 2007, Ecotoxicol. Environ. Saf.",10.1016/j.ecoenv.2006.08.008,Lg(EC50) = 3.77 (uM).
1-butyl-1-methylpyrrolidin-1-ium bromide,C9H20BrN,93457-69-3,[Br-].CCCC[N+]1(C)CCCC1,CCCC[N+]1(C)CCCC1.[Br-],222.17,17.8,,24,MCF-7,MTT,"Salminen, 2007, Fluid Phase Equilib.",10.1016/j.fluid.2007.06.031,"After 24 h exposure, the cells were washed twice with PBS, and 100 uL of media was added to each well, and the plates were returned to the incubator. After 2 days of growth, the cells were assessed for toxicity by MTT assay."
1-butyl-1-methylpyrrolidin-1-ium chloride,C9H20ClN,479500-35-1,[Cl-].CCCC[N+]1(C)CCCC1,CCCC[N+]1(C)CCCC1.[Cl-],177.719,41.2,38.5-43.9 (CI),24,U937,Flow cytometry (7AAD),"Dzhemileva, 2021, Green Chem.",10.1039/d1gc01520f,Triggers mitochondrial apoptosis in Jurkat cells.
1-butyl-1-methylpyrrolidin-1-ium chloride,C9H20ClN,479500-35-1,[Cl-].CCCC[N+]1(C)CCCC1,CCCC[N+]1(C)CCCC1.[Cl-],177.719,89.47,85.57-93.37 (CI),24,Jurkat,Flow cytometry (7AAD),"Dzhemileva, 2021, Green Chem.",10.1039/d1gc01520f,Triggers mitochondrial apoptosis in Jurkat cells.
1-butyl-1-methylpyrrolidin-1-ium chloride,C9H20ClN,479500-35-1,[Cl-].CCCC[N+]1(C)CCCC1,CCCC[N+]1(C)CCCC1.[Cl-],177.719,55.27,51.97-58.57 (CI),24,HL60,Flow cytometry (7AAD),"Dzhemileva, 2021, Green Chem.",10.1039/d1gc01520f,Triggers mitochondrial apoptosis in Jurkat cells.
1-butyl-1-methylpyrrolidin-1-ium chloride,C9H20ClN,479500-35-1,[Cl-].CCCC[N+]1(C)CCCC1,CCCC[N+]1(C)CCCC1.[Cl-],177.719,119.54,113.64-125.44 (CI),24,K562,Flow cytometry (7AAD),"Dzhemileva, 2021, Green Chem.",10.1039/d1gc01520f,Triggers mitochondrial apoptosis in Jurkat cells.
1-butyl-1-methylpyrrolidin-1-ium chloride,C9H20ClN,479500-35-1,[Cl-].CCCC[N+]1(C)CCCC1,CCCC[N+]1(C)CCCC1.[Cl-],177.719,251.48,227.33-275.63 (CI),24,HEK293,PrestoBlue,"Dzhemileva, 2021, Green Chem.",10.1039/d1gc01520f,Triggers mitochondrial apoptosis in Jurkat cells.
1-butyl-1-methylpyrrolidin-1-ium chloride,C9H20ClN,479500-35-1,[Cl-].CCCC[N+]1(C)CCCC1,CCCC[N+]1(C)CCCC1.[Cl-],177.719,140.05,126.52-153.58 (CI),24,A549,PrestoBlue,"Dzhemileva, 2021, Green Chem.",10.1039/d1gc01520f,Triggers mitochondrial apoptosis in Jurkat cells.
1-butyl-1-methylpyrrolidin-1-ium chloride,C9H20ClN,479500-35-1,[Cl-].CCCC[N+]1(C)CCCC1,CCCC[N+]1(C)CCCC1.[Cl-],177.719,132.22,119.24-145.2 (CI),24,A2780,PrestoBlue,"Dzhemileva, 2021, Green Chem.",10.1039/d1gc01520f,Triggers mitochondrial apoptosis in Jurkat cells.
1-butyl-1-methylpyrrolidin-1-ium chloride,C9H20ClN,479500-35-1,[Cl-].CCCC[N+]1(C)CCCC1,CCCC[N+]1(C)CCCC1.[Cl-],177.719,19.953,,48,IPC-81,WST-1,"Ranke, 2007, Ecotoxicol. Environ. Saf.",10.1016/j.ecoenv.2006.08.008,Lg(EC50) 4.3 (uM).
1-butyl-1-methylpyrrolidin-1-ium chloride,C9H20ClN,479500-35-1,[Cl-].CCCC[N+]1(C)CCCC1,CCCC[N+]1(C)CCCC1.[Cl-],177.719,20.0,,72,IPC-81,WST-1,"Stolte, 2007, Green Chem.",10.1039/b615326g,
1-butyl-1-methylpyrrolidin-1-ium hexafluoroarsenate(V),C9H20AsF6N,1032100-77-8,F[As-](F)(F)(F)(F)F.CCCC[N+]1(C)CCCC1,CCCC[N+]1(C)CCCC1.F[As-](F)(F)(F)(F)F,331.176,6.944,,24,MCF-7,MTT,"Kumar, 2008, Environ. Toxicol.",10.1002/tox.20443,"After 24-h incubation, cells were grown for 2 more days, and then the MTT assay was carried out."
1-butyl-1-methylpyrrolidin-1-ium methyl sulfate,C10H23NO4S,883860-47-7,O=S(=O)([O-])OC.CCCC[N+]1(C)CCCC1,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],253.364,3.95,,?,IPC-81,WST-1,"Stolte, 2012, Chemosphere",10.1016/j.chemosphere.2012.05.102,
1-butyl-1-methylpyrrolidin-1-ium tetrafluoroborate,C9H20BF4N,345984-11-4,F[B-](F)(F)F.CCCC[N+]1(C)CCCC1,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,229.07,0.794,,48,IPC-81,WST-1,"Ranke, 2007, Ecotoxicol. Environ. Saf.",10.1016/j.ecoenv.2006.08.008,Lg(EC50) = 2.9 (uM).
1-ethyl-1-methylpyrrolidin-1-ium bromide,C7H16BrN,69227-51-6,[Br-].C[N+]1(CC)CCCC1,CC[N+]1(C)CCCC1.[Br-],194.116,3.5098,1.9798 (SEM),24,Sf-9,MTT,"Wu, 2018, J. Hazard. Mater.",10.1016/j.jhazmat.2018.01.028,
1-ethyl-1-methylpyrrolidin-1-ium bromide,C7H16BrN,69227-51-6,[Br-].C[N+]1(CC)CCCC1,CC[N+]1(C)CCCC1.[Br-],194.116,3.0447,0.2906 (SEM),48,Sf-9,MTT,"Wu, 2018, J. Hazard. Mater.",10.1016/j.jhazmat.2018.01.028,
1-hexyl-1-methylpyrrolidin-1-ium bis((trifluoromethyl)sulfonyl)imide,C13H24F6N2O4S2,380497-19-8,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.CCCCCC[N+]1(CCCC1)C,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,450.467,0.107,0.027 (SD),72,HCT-116,MTS,"Kuczak, 2022, J. Hazard. Mater.",10.1016/j.jhazmat.2021.128160,"Inhibits G2/M phase, triggers p53-independent apoptosis"
1-hexyl-1-methylpyrrolidin-1-ium bis((trifluoromethyl)sulfonyl)imide,C13H24F6N2O4S2,380497-19-8,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.CCCCCC[N+]1(CCCC1)C,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,450.467,0.261,0.015 (SD),72,MCF-7,MTS,"Kuczak, 2022, J. Hazard. Mater.",10.1016/j.jhazmat.2021.128160,
1-hexyl-1-methylpyrrolidin-1-ium bis((trifluoromethyl)sulfonyl)imide,C13H24F6N2O4S2,380497-19-8,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.CCCCCC[N+]1(CCCC1)C,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,450.467,0.13,0.018 (SD),72,U251,MTS,"Kuczak, 2022, J. Hazard. Mater.",10.1016/j.jhazmat.2021.128160,"Inhibits G1/G0 phase, triggers autophagy"
1-hexyl-1-methylpyrrolidin-1-ium bis((trifluoromethyl)sulfonyl)imide,C13H24F6N2O4S2,380497-19-8,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.CCCCCC[N+]1(CCCC1)C,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,450.467,2.68,0.35 (SD),72,NHDF,MTS,"Musiał, 2021, ACS Sustain. Chem. Eng.",10.1021/acssuschemeng.1c02277,
1-hexyl-1-methylpyrrolidin-1-ium chloride,C11H24ClN,909398-59-0,[Cl-].CCCCCC[N+]1(C)CCCC1,CCCCCC[N+]1(C)CCCC1.[Cl-],205.773,1.479,,48,IPC-81,WST-1,"Ranke, 2007, Ecotoxicol. Environ. Saf.",10.1016/j.ecoenv.2006.08.008,Lg(EC50) = 3.17 (uM).
1-methyl-1-octylpyrrolidin-1-ium bis((trifluoromethyl)sulfonyl)imide,C15H28F6N2O4S2,927021-43-0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.CCCCCCCC[N+]1(C)CCCC1,CCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,478.521,0.085,,24,MCF-7,MTT,"Kumar, 2008, Environ. Toxicol.",10.1002/tox.20443,"After 24-h incubation, cells were grown for 2 more days, and then the MTT assay was carried out."
1-methyl-1-octylpyrrolidin-1-ium bis((trifluoromethyl)sulfonyl)imide,C15H28F6N2O4S2,927021-43-0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.CCCCCCCC[N+]1(C)CCCC1,CCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,478.521,0.118,0.016 (SD),72,HCT-116,MTS,"Kuczak, 2022, J. Hazard. Mater.",10.1016/j.jhazmat.2021.128160,
1-methyl-1-octylpyrrolidin-1-ium bis((trifluoromethyl)sulfonyl)imide,C15H28F6N2O4S2,927021-43-0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.CCCCCCCC[N+]1(C)CCCC1,CCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,478.521,0.086,0.016 (SD),72,MCF-7,MTS,"Kuczak, 2022, J. Hazard. Mater.",10.1016/j.jhazmat.2021.128160,
1-methyl-1-octylpyrrolidin-1-ium bis((trifluoromethyl)sulfonyl)imide,C15H28F6N2O4S2,927021-43-0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.CCCCCCCC[N+]1(C)CCCC1,CCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,478.521,0.073,0.011 (SD),72,U251,MTS,"Kuczak, 2022, J. Hazard. Mater.",10.1016/j.jhazmat.2021.128160,
1-methyl-1-octylpyrrolidin-1-ium bis((trifluoromethyl)sulfonyl)imide,C15H28F6N2O4S2,927021-43-0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.CCCCCCCC[N+]1(C)CCCC1,CCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,478.521,0.21,0.03 (SD),72,NHDF,MTS,"Musiał, 2021, ACS Sustain. Chem. Eng.",10.1021/acssuschemeng.1c02277,
1-methyl-1-octylpyrrolidin-1-ium bromide,C13H28BrN,1133731-86-8,[Br-].CCCCCCCC[N+]1(C)CCCC1,CCCCCCCC[N+]1(C)CCCC1.[Br-],278.278,0.08,,24,MCF-7,MTT,"Kumar, 2008, Environ. Toxicol.",10.1002/tox.20443,"After 24-h incubation, cells were grown for 2 more days, and then the MTT assay was carried out."
1-methyl-1-octylpyrrolidin-1-ium bromide,C13H28BrN,1133731-86-8,[Br-].CCCCCCCC[N+]1(C)CCCC1,CCCCCCCC[N+]1(C)CCCC1.[Br-],278.278,0.08,,24,MCF-7,MTT,"Salminen, 2007, Fluid Phase Equilib.",10.1016/j.fluid.2007.06.031,"After 24 h exposure, the cells were washed twice with PBS, and 100 uL of media was added to each well, and the plates were returned to the incubator. After 2 days of growth, the cells were assessed for toxicity by MTT assay."
1-methyl-1-octylpyrrolidin-1-ium chloride,C13H28ClN,909398-60-3,[Cl-].CCCCCCCC[N+]1(C)CCCC1,CCCCCCCC[N+]1(C)CCCC1.[Cl-],233.827,0.389,,48,IPC-81,WST-1,"Ranke, 2007, Ecotoxicol. Environ. Saf.",10.1016/j.ecoenv.2006.08.008,Lg(EC50) = 2.59 (uM).
1-methyl-1-octylpyrrolidin-1-ium tetrafluoroborate,C13H28BF4N,952429-74-2,F[B-](F)(F)F.CCCCCCCC[N+]1(C)CCCC1,CCCCCCCC[N+]1(C)CCCC1.F[B-](F)(F)F,285.178,0.066,,48,IPC-81,WST-1,"Ranke, 2007, Ecotoxicol. Environ. Saf.",10.1016/j.ecoenv.2006.08.008,Lg(EC50) = 1.82 (uM).
1-methyl-1-propylpyrrolidin-1-ium bis((trifluoromethyl)sulfonyl)imide,C10H18F6N2O4S2,223437-05-6,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.CCC[N+]1(C)CCCC1,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,408.386,4.63,,24,MCF-7,MTT,"Kumar, 2008, Environ. Toxicol.",10.1002/tox.20443,"After 24-h incubation, cells were grown for 2 more days, and then the MTT assay was carried out."
1-methyl-1-propylpyrrolidin-1-ium bis((trifluoromethyl)sulfonyl)imide,C10H18F6N2O4S2,223437-05-6,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.CCC[N+]1(C)CCCC1,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,408.386,6.24,0.22 (SD),72,NHDF,MTS,"Musiał, 2017, ACS Sustain. Chem. Eng.",10.1021/acssuschemeng.7b02918,
1-methyl-1-propylpyrrolidin-1-ium bromide,C8H18BrN,608140-09-6,[Br-].CCC[N+]1(C)CCCC1,CCC[N+]1(C)CCCC1.[Br-],208.143,43.4,,24,MCF-7,MTT,"Kumar, 2008, Environ. Toxicol.",10.1002/tox.20443,"After 24-h incubation, cells were grown for 2 more days, and then the MTT assay was carried out."
1-methyl-1-propylpyrrolidin-1-ium bromide,C8H18BrN,608140-09-6,[Br-].CCC[N+]1(C)CCCC1,CCC[N+]1(C)CCCC1.[Br-],208.143,43.4,,24,MCF-7,MTT,"Salminen, 2007, Fluid Phase Equilib.",10.1016/j.fluid.2007.06.031,"After 24 h exposure, the cells were washed twice with PBS, and 100 uL of media was added to each well, and the plates were returned to the incubator. After 2 days of growth, the cells were assessed for toxicity by MTT assay."
