Name,Empirical formula,CAS,SMILES,Canonical SMILES,"Mw, g*mol-1","CC50/IC50/EC50, mM","Statistics (95% CI, SEM, SD, RMSE, SE etc.)","Incubation time, h",Cell line,Method,Reference (author+year+journal),doi,Notes
"(S)-N-(((3-(3,4-bis(octadecyloxy)phenyl)-1-(octadecyloxy)-1-oxopropan-2-yl)amino)(dimethylamino)methylene)-N-methylmethanaminium chloride",C68H130ClN3O4,2376443-66-0,C/[N+](C)=C(N[C@@H](CC1=CC=C(OCCCCCCCCCCCCCCCCCC)C(OCCCCCCCCCCCCCCCCCC)=C1)C(OCCCCCCCCCCCCCCCCCC)=O)/N(C)C.[Cl-],CCCCCCCCCCCCCCCCCCOC(=O)[C@H](Cc1ccc(OCCCCCCCCCCCCCCCCCC)c(OCCCCCCCCCCCCCCCCCC)c1)NC(N(C)C)=[N+](C)C.[Cl-],1089.258,0.02194,0.01252 (SD),72,L929,WST-1,"Neidhardt, 2018, Phys. Chem. Chem. Phys.",10.1039/C8CP03404D,CAS for neutral compound
"(S)-N-(((3-(3,4-bis(tetradecyloxy)phenyl)-1-(octadecyloxy)-1-oxopropan-2-yl)amino)(dimethylamino)methylene)-N-methylmethanaminium chloride",C60H114ClN3O4,2376443-62-6,C/[N+](C)=C(N[C@@H](CC1=CC=C(OCCCCCCCCCCCCCC)C(OCCCCCCCCCCCCCC)=C1)C(OCCCCCCCCCCCCCCCCCC)=O)/N(C)C.[Cl-],CCCCCCCCCCCCCCCCCCOC(=O)[C@H](Cc1ccc(OCCCCCCCCCCCCCC)c(OCCCCCCCCCCCCCC)c1)NC(N(C)C)=[N+](C)C.[Cl-],977.042,0.06172,0.01474 (SD),72,L929,WST-1,"Neidhardt, 2018, Phys. Chem. Chem. Phys.",10.1039/C8CP03404D,CAS for neutral compound
(S)-N-(((3-(4-(decyloxy)phenyl)-1-oxo-1-(tetradecyloxy)propan-2-yl)amino)(dimethylamino)methylene)-N-methylmethanaminium chloride,C38H70ClN3O3,2064091-18-3,O=C(OCCCCCCCCCCCCCC)[C@H](CC1=CC=C(OCCCCCCCCCC)C=C1)N/C(N(C)C)=[N+](C)/C.[Cl-],CCCCCCCCCCCCCCOC(=O)[C@H](Cc1ccc(OCCCCCCCCCC)cc1)NC(N(C)C)=[N+](C)C.[Cl-],652.449,0.04514,0.0138 (SD),72,L929,WST-1,"Neidhardt, 2018, Phys. Chem. Chem. Phys.",10.1039/C8CP03404D,CAS for neutral compound
(S)-N-((dimethylamino)((1-(dodecyloxy)-1-oxo-3-phenylpropan-2-yl)amino)methylene)-N-methylmethanaminium chloride,C26H46ClN3O2,2376443-84-2,O=C(OCCCCCCCCCCCC)[C@H](CC1=CC=CC=C1)N/C(N(C)C)=[N+](C)/C.[Cl-],CCCCCCCCCCCCOC(=O)[C@H](Cc1ccccc1)NC(N(C)C)=[N+](C)C.[Cl-],468.126,0.00155,0.0012 (SD),72,L929,WST-1,"Neidhardt, 2018, Phys. Chem. Chem. Phys.",10.1039/C8CP03404D,CAS for neutral compound
(S)-N-((dimethylamino)((1-(hexadecyloxy)-1-oxo-3-phenylpropan-2-yl)amino)methylene)-N-methylmethanaminium chloride,C30H54ClN3O2,2376443-88-6,O=C(OCCCCCCCCCCCCCCCC)[C@H](CC1=CC=CC=C1)N/C(N(C)C)=[N+](C)/C.[Cl-],CCCCCCCCCCCCCCCCOC(=O)[C@H](Cc1ccccc1)NC(N(C)C)=[N+](C)C.[Cl-],524.234,0.00274,0.0066 (SD),72,L929,WST-1,"Neidhardt, 2018, Phys. Chem. Chem. Phys.",10.1039/C8CP03404D,CAS for neutral compound
(S)-N-((dimethylamino)((1-(octadecyloxy)-1-oxo-3-phenylpropan-2-yl)amino)methylene)-N-methylmethanaminium chloride,C32H58ClN3O2,2376443-90-0,O=C(OCCCCCCCCCCCCCCCCCC)[C@H](CC1=CC=CC=C1)N/C(N(C)C)=[N+](C)/C.[Cl-],CCCCCCCCCCCCCCCCCCOC(=O)[C@H](Cc1ccccc1)NC(N(C)C)=[N+](C)C.[Cl-],552.288,0.00458,0.0021 (SD),72,L929,WST-1,"Neidhardt, 2018, Phys. Chem. Chem. Phys.",10.1039/C8CP03404D,CAS for neutral compound
(S)-N-((dimethylamino)((1-oxo-1-(tetradecyloxy)-3-(4-(tetradecyloxy)phenyl)propan-2-yl)amino)methylene)-N-methylmethanaminium chloride,C42H78ClN3O3,2064090-85-1,O=C(OCCCCCCCCCCCCCC)[C@H](CC1=CC=C(OCCCCCCCCCCCCCC)C=C1)N/C(N(C)C)=[N+](C)/C.[Cl-],CCCCCCCCCCCCCCOC(=O)[C@H](Cc1ccc(OCCCCCCCCCCCCCC)cc1)NC(N(C)C)=[N+](C)C.[Cl-],708.557,0.00913,0.0063 (SD),72,L929,WST-1,"Neidhardt, 2018, Phys. Chem. Chem. Phys.",10.1039/C8CP03404D,CAS for neutral compound
(S)-N-((dimethylamino)((1-oxo-3-phenyl-1-(tetradecyloxy)propan-2-yl)amino)methylene)-N-methylmethanaminium chloride,C28H50ClN3O2,2376443-86-4,O=C(OCCCCCCCCCCCCCC)[C@H](CC1=CC=CC=C1)N/C(N(C)C)=[N+](C)/C.[Cl-],CCCCCCCCCCCCCCOC(=O)[C@H](Cc1ccccc1)NC(N(C)C)=[N+](C)C.[Cl-],496.18,0.00289,0.0014 (SD),72,L929,WST-1,"Neidhardt, 2018, Phys. Chem. Chem. Phys.",10.1039/C8CP03404D,CAS for neutral compound
(S)-N-((dimethylamino)((3-(4-(hexadecyloxy)phenyl)-1-oxo-1-(tetradecyloxy)propan-2-yl)amino)methylene)-N-methylmethanaminium chloride,C44H82ClN3O3,2064091-22-9,O=C(OCCCCCCCCCCCCCC)[C@H](CC1=CC=C(OCCCCCCCCCCCCCCCC)C=C1)N/C(N(C)C)=[N+](C)\C.[Cl-],CCCCCCCCCCCCCCCCOc1ccc(C[C@H](NC(N(C)C)=[N+](C)C)C(=O)OCCCCCCCCCCCCCC)cc1.[Cl-],736.611,0.00368,0.0032 (SD),72,L929,WST-1,"Neidhardt, 2018, Phys. Chem. Chem. Phys.",10.1039/C8CP03404D,CAS for neutral compound
(S)-N-((dimethylamino)((3-(4-(octadecyloxy)phenyl)-1-oxo-1-(tetradecyloxy)propan-2-yl)amino)methylene)-N-methylmethanaminium chloride,C46H86ClN3O3,2064091-24-1,O=C(OCCCCCCCCCCCCCC)[C@H](CC1=CC=C(OCCCCCCCCCCCCCCCCCC)C=C1)N/C(N(C)C)=[N+](C)\C.[Cl-],CCCCCCCCCCCCCCCCCCOc1ccc(C[C@H](NC(N(C)C)=[N+](C)C)C(=O)OCCCCCCCCCCCCCC)cc1.[Cl-],764.665,>0.12,,72,L929,WST-1,"Neidhardt, 2018, Phys. Chem. Chem. Phys.",10.1039/C8CP03404D,CAS for neutral compound
(S)-N-((dimethylamino)((3-(4-(octyloxy)phenyl)-1-oxo-1-(tetradecyloxy)propan-2-yl)amino)methylene)-N-methylmethanaminium chloride,C36H66ClN3O3,2064091-16-1,O=C([C@@H](N/C(N(C)C)=[N+](C)/C)CC1=CC=C(C=C1)OCCCCCCCC)OCCCCCCCCCCCCCC.[Cl-],CCCCCCCCCCCCCCOC(=O)[C@H](Cc1ccc(OCCCCCCCC)cc1)NC(N(C)C)=[N+](C)C.[Cl-],624.395,0.09004,0.0255 (SD),72,L929,WST-1,"Neidhardt, 2018, Phys. Chem. Chem. Phys.",10.1039/C8CP03404D,CAS for neutral compound
"1,1,3,3-tetramethylguanidine (2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanoate",C11H25N3O7,2448401-11-2,CN(C)C(N(C)C)=[NH2+].[O-]C[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O,CN(C)C(=[NH2+])N(C)C.O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)C[O-],311.335,10.9,1.06 (SEM),24,HeLa,MTS,"Billeci, 2019, ACS Sustain. Chem. Eng.",10.1021/acssuschemeng.9b05507,CAS for neutral compound
"1,1,3,3-tetramethylguanidine (2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanoate",C11H25N3O7,2448401-11-2,CN(C)C(N(C)C)=[NH2+].[O-]C[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O,CN(C)C(=[NH2+])N(C)C.O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)C[O-],311.335,10.26,0.18 (SEM),24,HCT-116,MTS,"Billeci, 2019, ACS Sustain. Chem. Eng.",10.1021/acssuschemeng.9b05507,CAS for neutral compound
"1,1,3,3-tetramethylguanidine (2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanoate",C11H25N3O7,2448401-11-2,CN(C)C(N(C)C)=[NH2+].[O-]C[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O,CN(C)C(=[NH2+])N(C)C.O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)C[O-],311.335,12.58,0.6 (SEM),24,MCF-7,MTS,"Billeci, 2019, ACS Sustain. Chem. Eng.",10.1021/acssuschemeng.9b05507,CAS for neutral compound
"bis(dimethylamino)methaniminium (1-hydroxyethane-1,1-diyl)bis(hydrogen phosphonate)",C12H34N6O7P2,2871700-85-3,CN(C)C(=[NH2+])N(C)C.CN(C)C(=[NH2+])N(C)C.CC(O)(P(=O)([O-])O)P(=O)(O)[O-],CC(O)(P(=O)([O-])O)P(=O)([O-])O.CN(C)C(=[NH2+])N(C)C.CN(C)C(=[NH2+])N(C)C,436.387,0.0014,,24,Fibro,MTT,"Teixeira, 2021, Int. J. Pharm.",10.1016/j.ijpharm.2021.121262,CAS for neutral compound
"bis(dimethylamino)methaniminium (1-hydroxyethane-1,1-diyl)bis(hydrogen phosphonate)",C12H34N6O7P2,2871700-85-3,CN(C)C(=[NH2+])N(C)C.CN(C)C(=[NH2+])N(C)C.CC(O)(P(=O)([O-])O)P(=O)(O)[O-],CC(O)(P(=O)([O-])O)P(=O)([O-])O.CN(C)C(=[NH2+])N(C)C.CN(C)C(=[NH2+])N(C)C,436.387,0.00091,,24,T-47D,MTT,"Teixeira, 2021, Int. J. Pharm.",10.1016/j.ijpharm.2021.121262,CAS for neutral compound
"bis(dimethylamino)methaniminium (1-hydroxyethane-1,1-diyl)bis(hydrogen phosphonate)",C12H34N6O7P2,2871700-85-3,CN(C)C(=[NH2+])N(C)C.CN(C)C(=[NH2+])N(C)C.CC(O)(P(=O)([O-])O)P(=O)(O)[O-],CC(O)(P(=O)([O-])O)P(=O)([O-])O.CN(C)C(=[NH2+])N(C)C.CN(C)C(=[NH2+])N(C)C,436.387,12,,24,MG63,MTT,"Teixeira, 2021, Int. J. Pharm.",10.1016/j.ijpharm.2021.121262,CAS for neutral compound
bis(dimethylamino)methaniminium chloride,C5H14ClN3,1729-17-5,[Cl-].[NH2+]=C(N(C)C)N(C)C,CN(C)C(=[NH2+])N(C)C.[Cl-],151.641,0.00147,0.0004 (ND),24,GF,MTT,"Teixeira, 2020, Pharmaceutics",10.3390/pharmaceutics12030293,"GF, human gingival fibroblasts. CAS for neutral compound"
bis(dimethylamino)methaniminium chloride,C5H14ClN3,1729-17-5,[Cl-].[NH2+]=C(N(C)C)N(C)C,CN(C)C(=[NH2+])N(C)C.[Cl-],151.641,0.000194,0.000035 (ND),24,T-47D,MTT,"Teixeira, 2020, Pharmaceutics",10.3390/pharmaceutics12030293,
bis(dimethylamino)methaniminium chloride,C5H14ClN3,1729-17-5,[Cl-].[NH2+]=C(N(C)C)N(C)C,CN(C)C(=[NH2+])N(C)C.[Cl-],151.641,0.000498,0.000055 (ND),24,A549,MTT,"Teixeira, 2020, Pharmaceutics",10.3390/pharmaceutics12030293,
bis(dimethylamino)methaniminium chloride,C5H14ClN3,1729-17-5,[Cl-].[NH2+]=C(N(C)C)N(C)C,CN(C)C(=[NH2+])N(C)C.[Cl-],151.641,0.000246,0.000081 (ND),24,MG63,MTT,"Teixeira, 2020, Pharmaceutics",10.3390/pharmaceutics12030293,
bis(dimethylamino)methaniminium chloride,C5H14ClN3,1729-17-5,[Cl-].[NH2+]=C(N(C)C)N(C)C,CN(C)C(=[NH2+])N(C)C.[Cl-],151.641,0.0015,,24,Fibro,MTT,"Teixeira, 2021, Int. J. Pharm.",10.1016/j.ijpharm.2021.121262,
bis(dimethylamino)methaniminium chloride,C5H14ClN3,1729-17-5,[Cl-].[NH2+]=C(N(C)C)N(C)C,CN(C)C(=[NH2+])N(C)C.[Cl-],151.641,0.00019,,24,T-47D,MTT,"Teixeira, 2021, Int. J. Pharm.",10.1016/j.ijpharm.2021.121262,
bis(dimethylamino)methaniminium chloride,C5H14ClN3,1729-17-5,[Cl-].[NH2+]=C(N(C)C)N(C)C,CN(C)C(=[NH2+])N(C)C.[Cl-],151.641,0.00025,,24,MG63,MTT,"Teixeira, 2021, Int. J. Pharm.",10.1016/j.ijpharm.2021.121262,
bis(dimethylamino)methaniminium hydrogen (1-hydroxy-1-phosphonoethyl)phosphonate,C7H21N3O7P2,2871700-84-2,CN(C)C(=[NH2+])N(C)C.CC(O)(P(=O)(O)O)P(=O)(O)[O-],CC(O)(P(=O)([O-])O)P(=O)(O)O.CN(C)C(=[NH2+])N(C)C,321.207,2.7e-07,,24,T-47D,MTT,"Teixeira, 2021, Int. J. Pharm.",10.1016/j.ijpharm.2021.121262,
bis(dimethylamino)methaniminium hydrogen (1-hydroxy-1-phosphonoethyl)phosphonate,C7H21N3O7P2,2871700-84-2,CN(C)C(=[NH2+])N(C)C.CC(O)(P(=O)(O)O)P(=O)(O)[O-],CC(O)(P(=O)([O-])O)P(=O)(O)O.CN(C)C(=[NH2+])N(C)C,321.207,1.6,,24,MG63,MTT,"Teixeira, 2021, Int. J. Pharm.",10.1016/j.ijpharm.2021.121262,
bis(dimethylamino)methaniminium hydrogen (4-amino-1-hydroxy-1-phosphonobutyl)phosphonate,C9H26N4O7P2,,[NH2+]=C(N(C)C)N(C)C.OC(P(O)(O)=O)(P(O)([O-])=O)CCCN,CN(C)C(=[NH2+])N(C)C.NCCCC(O)(P(=O)([O-])O)P(=O)(O)O,364.276,0.00719,0.00097 (ND),24,GF,MTT,"Teixeira, 2020, Pharmaceutics",10.3390/pharmaceutics12030293,"GF, human gingival fibroblasts."
bis(dimethylamino)methaniminium hydrogen (4-amino-1-hydroxy-1-phosphonobutyl)phosphonate,C9H26N4O7P2,,[NH2+]=C(N(C)C)N(C)C.OC(P(O)(O)=O)(P(O)([O-])=O)CCCN,CN(C)C(=[NH2+])N(C)C.NCCCC(O)(P(=O)([O-])O)P(=O)(O)O,364.276,0.0133,0.0051  (ND),72,GF,MTT,"Teixeira, 2020, Pharmaceutics",10.3390/pharmaceutics12030293,"GF, human gingival fibroblasts."
bis(dimethylamino)methaniminium hydrogen (4-amino-1-hydroxy-1-phosphonobutyl)phosphonate,C9H26N4O7P2,,[NH2+]=C(N(C)C)N(C)C.OC(P(O)(O)=O)(P(O)([O-])=O)CCCN,CN(C)C(=[NH2+])N(C)C.NCCCC(O)(P(=O)([O-])O)P(=O)(O)O,364.276,0.00823,0.00099 (ND),24,T-47D,MTT,"Teixeira, 2020, Pharmaceutics",10.3390/pharmaceutics12030293,
bis(dimethylamino)methaniminium hydrogen (4-amino-1-hydroxy-1-phosphonobutyl)phosphonate,C9H26N4O7P2,,[NH2+]=C(N(C)C)N(C)C.OC(P(O)(O)=O)(P(O)([O-])=O)CCCN,CN(C)C(=[NH2+])N(C)C.NCCCC(O)(P(=O)([O-])O)P(=O)(O)O,364.276,0.0184,0.0024 (ND),72,T-47D,MTT,"Teixeira, 2020, Pharmaceutics",10.3390/pharmaceutics12030293,
bis(dimethylamino)methaniminium hydrogen (4-amino-1-hydroxy-1-phosphonobutyl)phosphonate,C9H26N4O7P2,,[NH2+]=C(N(C)C)N(C)C.OC(P(O)(O)=O)(P(O)([O-])=O)CCCN,CN(C)C(=[NH2+])N(C)C.NCCCC(O)(P(=O)([O-])O)P(=O)(O)O,364.276,0.00254,0.00032 (ND),24,A549,MTT,"Teixeira, 2020, Pharmaceutics",10.3390/pharmaceutics12030293,
bis(dimethylamino)methaniminium hydrogen (4-amino-1-hydroxy-1-phosphonobutyl)phosphonate,C9H26N4O7P2,,[NH2+]=C(N(C)C)N(C)C.OC(P(O)(O)=O)(P(O)([O-])=O)CCCN,CN(C)C(=[NH2+])N(C)C.NCCCC(O)(P(=O)([O-])O)P(=O)(O)O,364.276,0.00616,0.00094 (ND),72,A549,MTT,"Teixeira, 2020, Pharmaceutics",10.3390/pharmaceutics12030293,
bis(dimethylamino)methaniminium hydrogen (4-amino-1-hydroxy-1-phosphonobutyl)phosphonate,C9H26N4O7P2,,[NH2+]=C(N(C)C)N(C)C.OC(P(O)(O)=O)(P(O)([O-])=O)CCCN,CN(C)C(=[NH2+])N(C)C.NCCCC(O)(P(=O)([O-])O)P(=O)(O)O,364.276,0.00923,0.00112 (ND),24,MG63,MTT,"Teixeira, 2020, Pharmaceutics",10.3390/pharmaceutics12030293,
bis(dimethylamino)methaniminium hydrogen (4-amino-1-hydroxy-1-phosphonobutyl)phosphonate,C9H26N4O7P2,,[NH2+]=C(N(C)C)N(C)C.OC(P(O)(O)=O)(P(O)([O-])=O)CCCN,CN(C)C(=[NH2+])N(C)C.NCCCC(O)(P(=O)([O-])O)P(=O)(O)O,364.276,0.0164,0.0082 (ND),72,MG63,MTT,"Teixeira, 2020, Pharmaceutics",10.3390/pharmaceutics12030293,
N-((butyl(ethyl)amino)(dibutylamino)methylene)-N-methylmethanaminium tetrafluoroborate,C17H38BF4N3,,F[B-](F)(F)F.C(N(CCCC)CCCC)(N(CC)CCCC)=[N+](C)C,CCCCN(CC)C(N(CCCC)CCCC)=[N+](C)C.F[B-](F)(F)F,371.316,11.35,,4,CaCo-2,MTT,"Frade, 2009, Green Chem.",10.1039/b914284n,
N-((didodecylamino)(dimethylamino)methylene)-N-methylmethanaminium iodide,C29H62IN3,1338724-73-4,[I-].C(N(C)C)(N(CCCCCCCCCCCC)CCCCCCCCCCCC)=[N+](C)C,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(N(C)C)=[N+](C)C.[I-],579.74,0.955,,4,CaCo-2,MTT,"Frade, 2009, Green Chem.",10.1039/b914284n,
N-((diheptylamino)(dimethylamino)methylene)-N-methylmethanaminium iodide,C19H42IN3,1338724-79-0,[I-].C(N(C)C)(N(CCCCCCC)CCCCCCC)=[N+](C)C,CCCCCCCN(CCCCCCC)C(N(C)C)=[N+](C)C.[I-],439.47,<0.75,,4,CaCo-2,MTT,"Frade, 2009, Green Chem.",10.1039/b914284n,
N-((dihexylamino)(dimethylamino)methylene)-N-hexylhexan-1-aminium bis((trifluoromethyl)sulfonyl)imide,C29H60F6N4O4S2,952483-13-5,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.CN(C(N(CCCCCC)CCCCCC)[NH+](CCCCCC)CCCCCC)C,CCCCCCN(CCCCCC)C(N(C)C)[NH+](CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,706.945,>6.026,,24,CaCo-2,MTT,"Frade, 2007, Green Chem.",10.1039/b617526k,Lg(EC50)>3.78 (uM). CAS for neutral compound
