GAE_0,GAE_1,GAE_2,GAE_3,GAE_4,GAE_5,GAE_6,GAE_7,GAE_8,GAE_9,GAE_10,GAE_11,GAE_12,GAE_13,GAE_14,GAE_15,GAE_16,GAE_17,GAE_18,GAE_19,GAE_20,GAE_21,GAE_22,GAE_23,GAE_24,GAE_25,GAE_26,GAE_27,GAE_28,GAE_29,GAE_30,GAE_31
-0.44252226,-0.15535934,1.6339661,-0.029466854,-1.8711759,1.4782468,1.215843,-0.27841523,0.58229214,0.2580764,-1.0026301,2.1689672,-0.65715945,1.4709438,-0.66001105,-0.048715435,0.67683756,0.3644099,-0.07283856,-1.8177233,0.8097675,-0.9492202,-1.0742234,0.27990136,-0.69593066,0.7216819,1.5125839,1.0334553,-1.463664,1.6415553,0.91560155,1.3707378
-0.44252226,-0.15535934,1.6339661,-0.029466854,-1.8711759,1.4782468,1.215843,-0.27841523,0.58229214,0.2580764,-1.0026301,2.1689672,-0.65715945,1.4709438,-0.66001105,-0.048715435,0.67683756,0.3644099,-0.07283856,-1.8177233,0.8097675,-0.9492202,-1.0742234,0.27990136,-0.69593066,0.7216819,1.5125839,1.0334553,-1.463664,1.6415553,0.91560155,1.3707378
-0.44252226,-0.15535934,1.6339661,-0.029466854,-1.8711759,1.4782468,1.215843,-0.27841523,0.58229214,0.2580764,-1.0026301,2.1689672,-0.65715945,1.4709438,-0.66001105,-0.048715435,0.67683756,0.3644099,-0.07283856,-1.8177233,0.8097675,-0.9492202,-1.0742234,0.27990136,-0.69593066,0.7216819,1.5125839,1.0334553,-1.463664,1.6415553,0.91560155,1.3707378
-0.44252226,-0.15535934,1.6339661,-0.029466854,-1.8711759,1.4782468,1.215843,-0.27841523,0.58229214,0.2580764,-1.0026301,2.1689672,-0.65715945,1.4709438,-0.66001105,-0.048715435,0.67683756,0.3644099,-0.07283856,-1.8177233,0.8097675,-0.9492202,-1.0742234,0.27990136,-0.69593066,0.7216819,1.5125839,1.0334553,-1.463664,1.6415553,0.91560155,1.3707378
0.07975723,0.119578384,0.50996596,-0.27371204,-0.4875109,0.810786,0.43896776,-0.072555415,-0.026640011,-0.15251575,-0.33277726,0.7430435,-0.39888093,0.54220116,-0.27723926,-0.14309219,0.2553454,0.063367635,-0.09028376,-0.82611376,0.470681,-0.14119011,-0.45314112,0.059048954,-0.1910288,0.2441656,0.7449784,0.40003854,-0.62837946,0.69057065,0.45601088,0.57226735
0.07975723,0.119578384,0.50996596,-0.27371204,-0.4875109,0.810786,0.43896776,-0.072555415,-0.026640011,-0.15251575,-0.33277726,0.7430435,-0.39888093,0.54220116,-0.27723926,-0.14309219,0.2553454,0.063367635,-0.09028376,-0.82611376,0.470681,-0.14119011,-0.45314112,0.059048954,-0.1910288,0.2441656,0.7449784,0.40003854,-0.62837946,0.69057065,0.45601088,0.57226735
0.07975723,0.119578384,0.50996596,-0.27371204,-0.4875109,0.810786,0.43896776,-0.072555415,-0.026640011,-0.15251575,-0.33277726,0.7430435,-0.39888093,0.54220116,-0.27723926,-0.14309219,0.2553454,0.063367635,-0.09028376,-0.82611376,0.470681,-0.14119011,-0.45314112,0.059048954,-0.1910288,0.2441656,0.7449784,0.40003854,-0.62837946,0.69057065,0.45601088,0.57226735
0.07975723,0.119578384,0.50996596,-0.27371204,-0.4875109,0.810786,0.43896776,-0.072555415,-0.026640011,-0.15251575,-0.33277726,0.7430435,-0.39888093,0.54220116,-0.27723926,-0.14309219,0.2553454,0.063367635,-0.09028376,-0.82611376,0.470681,-0.14119011,-0.45314112,0.059048954,-0.1910288,0.2441656,0.7449784,0.40003854,-0.62837946,0.69057065,0.45601088,0.57226735
0.08215365,0.12031189,0.5008246,-0.28921807,-0.47584537,0.80480075,0.4400254,-0.05992199,-0.022376645,-0.15414533,-0.32217565,0.7321948,-0.41302052,0.54095536,-0.28899568,-0.13680533,0.24198753,0.076290615,-0.098555766,-0.8179595,0.45934275,-0.15848942,-0.4574987,0.05995412,-0.21279542,0.2469403,0.7577263,0.41373038,-0.6265992,0.68816817,0.46800143,0.5645784
0.08215365,0.12031189,0.5008246,-0.28921807,-0.47584537,0.80480075,0.4400254,-0.05992199,-0.022376645,-0.15414533,-0.32217565,0.7321948,-0.41302052,0.54095536,-0.28899568,-0.13680533,0.24198753,0.076290615,-0.098555766,-0.8179595,0.45934275,-0.15848942,-0.4574987,0.05995412,-0.21279542,0.2469403,0.7577263,0.41373038,-0.6265992,0.68816817,0.46800143,0.5645784
0.08215365,0.12031189,0.5008246,-0.28921807,-0.47584537,0.80480075,0.4400254,-0.05992199,-0.022376645,-0.15414533,-0.32217565,0.7321948,-0.41302052,0.54095536,-0.28899568,-0.13680533,0.24198753,0.076290615,-0.098555766,-0.8179595,0.45934275,-0.15848942,-0.4574987,0.05995412,-0.21279542,0.2469403,0.7577263,0.41373038,-0.6265992,0.68816817,0.46800143,0.5645784
0.08215365,0.12031189,0.5008246,-0.28921807,-0.47584537,0.80480075,0.4400254,-0.05992199,-0.022376645,-0.15414533,-0.32217565,0.7321948,-0.41302052,0.54095536,-0.28899568,-0.13680533,0.24198753,0.076290615,-0.098555766,-0.8179595,0.45934275,-0.15848942,-0.4574987,0.05995412,-0.21279542,0.2469403,0.7577263,0.41373038,-0.6265992,0.68816817,0.46800143,0.5645784
0.08498067,0.11582355,0.49242392,-0.3023333,-0.46768093,0.8016949,0.44190192,-0.04717698,-0.024104875,-0.1653511,-0.3132298,0.726985,-0.42826933,0.5430593,-0.29485393,-0.13295712,0.23203737,0.0874259,-0.10320535,-0.8157473,0.45067003,-0.17205052,-0.4606675,0.057462253,-0.2249688,0.24747285,0.76660615,0.42587522,-0.62651056,0.6862376,0.47229728,0.5610565
0.08498067,0.11582355,0.49242392,-0.3023333,-0.46768093,0.8016949,0.44190192,-0.04717698,-0.024104875,-0.1653511,-0.3132298,0.726985,-0.42826933,0.5430593,-0.29485393,-0.13295712,0.23203737,0.0874259,-0.10320535,-0.8157473,0.45067003,-0.17205052,-0.4606675,0.057462253,-0.2249688,0.24747285,0.76660615,0.42587522,-0.62651056,0.6862376,0.47229728,0.5610565
0.08498067,0.11582355,0.49242392,-0.3023333,-0.46768093,0.8016949,0.44190192,-0.04717698,-0.024104875,-0.1653511,-0.3132298,0.726985,-0.42826933,0.5430593,-0.29485393,-0.13295712,0.23203737,0.0874259,-0.10320535,-0.8157473,0.45067003,-0.17205052,-0.4606675,0.057462253,-0.2249688,0.24747285,0.76660615,0.42587522,-0.62651056,0.6862376,0.47229728,0.5610565
0.08498067,0.11582355,0.49242392,-0.3023333,-0.46768093,0.8016949,0.44190192,-0.04717698,-0.024104875,-0.1653511,-0.3132298,0.726985,-0.42826933,0.5430593,-0.29485393,-0.13295712,0.23203737,0.0874259,-0.10320535,-0.8157473,0.45067003,-0.17205052,-0.4606675,0.057462253,-0.2249688,0.24747285,0.76660615,0.42587522,-0.62651056,0.6862376,0.47229728,0.5610565
-0.44252226,-0.15535934,1.6339661,-0.029466854,-1.8711759,1.4782468,1.215843,-0.27841523,0.58229214,0.2580764,-1.0026301,2.1689672,-0.65715945,1.4709438,-0.66001105,-0.048715435,0.67683756,0.3644099,-0.07283856,-1.8177233,0.8097675,-0.9492202,-1.0742234,0.27990136,-0.69593066,0.7216819,1.5125839,1.0334553,-1.463664,1.6415553,0.91560155,1.3707378
-0.44252226,-0.15535934,1.6339661,-0.029466854,-1.8711759,1.4782468,1.215843,-0.27841523,0.58229214,0.2580764,-1.0026301,2.1689672,-0.65715945,1.4709438,-0.66001105,-0.048715435,0.67683756,0.3644099,-0.07283856,-1.8177233,0.8097675,-0.9492202,-1.0742234,0.27990136,-0.69593066,0.7216819,1.5125839,1.0334553,-1.463664,1.6415553,0.91560155,1.3707378
-0.44252226,-0.15535934,1.6339661,-0.029466854,-1.8711759,1.4782468,1.215843,-0.27841523,0.58229214,0.2580764,-1.0026301,2.1689672,-0.65715945,1.4709438,-0.66001105,-0.048715435,0.67683756,0.3644099,-0.07283856,-1.8177233,0.8097675,-0.9492202,-1.0742234,0.27990136,-0.69593066,0.7216819,1.5125839,1.0334553,-1.463664,1.6415553,0.91560155,1.3707378
-0.44252226,-0.15535934,1.6339661,-0.029466854,-1.8711759,1.4782468,1.215843,-0.27841523,0.58229214,0.2580764,-1.0026301,2.1689672,-0.65715945,1.4709438,-0.66001105,-0.048715435,0.67683756,0.3644099,-0.07283856,-1.8177233,0.8097675,-0.9492202,-1.0742234,0.27990136,-0.69593066,0.7216819,1.5125839,1.0334553,-1.463664,1.6415553,0.91560155,1.3707378
0.07975723,0.119578384,0.50996596,-0.27371204,-0.4875109,0.810786,0.43896776,-0.072555415,-0.026640011,-0.15251575,-0.33277726,0.7430435,-0.39888093,0.54220116,-0.27723926,-0.14309219,0.2553454,0.063367635,-0.09028376,-0.82611376,0.470681,-0.14119011,-0.45314112,0.059048954,-0.1910288,0.2441656,0.7449784,0.40003854,-0.62837946,0.69057065,0.45601088,0.57226735
0.07975723,0.119578384,0.50996596,-0.27371204,-0.4875109,0.810786,0.43896776,-0.072555415,-0.026640011,-0.15251575,-0.33277726,0.7430435,-0.39888093,0.54220116,-0.27723926,-0.14309219,0.2553454,0.063367635,-0.09028376,-0.82611376,0.470681,-0.14119011,-0.45314112,0.059048954,-0.1910288,0.2441656,0.7449784,0.40003854,-0.62837946,0.69057065,0.45601088,0.57226735
0.07975723,0.119578384,0.50996596,-0.27371204,-0.4875109,0.810786,0.43896776,-0.072555415,-0.026640011,-0.15251575,-0.33277726,0.7430435,-0.39888093,0.54220116,-0.27723926,-0.14309219,0.2553454,0.063367635,-0.09028376,-0.82611376,0.470681,-0.14119011,-0.45314112,0.059048954,-0.1910288,0.2441656,0.7449784,0.40003854,-0.62837946,0.69057065,0.45601088,0.57226735
0.07975723,0.119578384,0.50996596,-0.27371204,-0.4875109,0.810786,0.43896776,-0.072555415,-0.026640011,-0.15251575,-0.33277726,0.7430435,-0.39888093,0.54220116,-0.27723926,-0.14309219,0.2553454,0.063367635,-0.09028376,-0.82611376,0.470681,-0.14119011,-0.45314112,0.059048954,-0.1910288,0.2441656,0.7449784,0.40003854,-0.62837946,0.69057065,0.45601088,0.57226735
0.08215365,0.12031189,0.5008246,-0.28921807,-0.47584537,0.80480075,0.4400254,-0.05992199,-0.022376645,-0.15414533,-0.32217565,0.7321948,-0.41302052,0.54095536,-0.28899568,-0.13680533,0.24198753,0.076290615,-0.098555766,-0.8179595,0.45934275,-0.15848942,-0.4574987,0.05995412,-0.21279542,0.2469403,0.7577263,0.41373038,-0.6265992,0.68816817,0.46800143,0.5645784
0.08215365,0.12031189,0.5008246,-0.28921807,-0.47584537,0.80480075,0.4400254,-0.05992199,-0.022376645,-0.15414533,-0.32217565,0.7321948,-0.41302052,0.54095536,-0.28899568,-0.13680533,0.24198753,0.076290615,-0.098555766,-0.8179595,0.45934275,-0.15848942,-0.4574987,0.05995412,-0.21279542,0.2469403,0.7577263,0.41373038,-0.6265992,0.68816817,0.46800143,0.5645784
0.08215365,0.12031189,0.5008246,-0.28921807,-0.47584537,0.80480075,0.4400254,-0.05992199,-0.022376645,-0.15414533,-0.32217565,0.7321948,-0.41302052,0.54095536,-0.28899568,-0.13680533,0.24198753,0.076290615,-0.098555766,-0.8179595,0.45934275,-0.15848942,-0.4574987,0.05995412,-0.21279542,0.2469403,0.7577263,0.41373038,-0.6265992,0.68816817,0.46800143,0.5645784
0.08215365,0.12031189,0.5008246,-0.28921807,-0.47584537,0.80480075,0.4400254,-0.05992199,-0.022376645,-0.15414533,-0.32217565,0.7321948,-0.41302052,0.54095536,-0.28899568,-0.13680533,0.24198753,0.076290615,-0.098555766,-0.8179595,0.45934275,-0.15848942,-0.4574987,0.05995412,-0.21279542,0.2469403,0.7577263,0.41373038,-0.6265992,0.68816817,0.46800143,0.5645784
0.08498067,0.11582355,0.49242392,-0.3023333,-0.46768093,0.8016949,0.44190192,-0.04717698,-0.024104875,-0.1653511,-0.3132298,0.726985,-0.42826933,0.5430593,-0.29485393,-0.13295712,0.23203737,0.0874259,-0.10320535,-0.8157473,0.45067003,-0.17205052,-0.4606675,0.057462253,-0.2249688,0.24747285,0.76660615,0.42587522,-0.62651056,0.6862376,0.47229728,0.5610565
0.08498067,0.11582355,0.49242392,-0.3023333,-0.46768093,0.8016949,0.44190192,-0.04717698,-0.024104875,-0.1653511,-0.3132298,0.726985,-0.42826933,0.5430593,-0.29485393,-0.13295712,0.23203737,0.0874259,-0.10320535,-0.8157473,0.45067003,-0.17205052,-0.4606675,0.057462253,-0.2249688,0.24747285,0.76660615,0.42587522,-0.62651056,0.6862376,0.47229728,0.5610565
0.08498067,0.11582355,0.49242392,-0.3023333,-0.46768093,0.8016949,0.44190192,-0.04717698,-0.024104875,-0.1653511,-0.3132298,0.726985,-0.42826933,0.5430593,-0.29485393,-0.13295712,0.23203737,0.0874259,-0.10320535,-0.8157473,0.45067003,-0.17205052,-0.4606675,0.057462253,-0.2249688,0.24747285,0.76660615,0.42587522,-0.62651056,0.6862376,0.47229728,0.5610565
0.08498067,0.11582355,0.49242392,-0.3023333,-0.46768093,0.8016949,0.44190192,-0.04717698,-0.024104875,-0.1653511,-0.3132298,0.726985,-0.42826933,0.5430593,-0.29485393,-0.13295712,0.23203737,0.0874259,-0.10320535,-0.8157473,0.45067003,-0.17205052,-0.4606675,0.057462253,-0.2249688,0.24747285,0.76660615,0.42587522,-0.62651056,0.6862376,0.47229728,0.5610565
-0.44252226,-0.15535934,1.6339661,-0.029466854,-1.8711759,1.4782468,1.215843,-0.27841523,0.58229214,0.2580764,-1.0026301,2.1689672,-0.65715945,1.4709438,-0.66001105,-0.048715435,0.67683756,0.3644099,-0.07283856,-1.8177233,0.8097675,-0.9492202,-1.0742234,0.27990136,-0.69593066,0.7216819,1.5125839,1.0334553,-1.463664,1.6415553,0.91560155,1.3707378
-0.44252226,-0.15535934,1.6339661,-0.029466854,-1.8711759,1.4782468,1.215843,-0.27841523,0.58229214,0.2580764,-1.0026301,2.1689672,-0.65715945,1.4709438,-0.66001105,-0.048715435,0.67683756,0.3644099,-0.07283856,-1.8177233,0.8097675,-0.9492202,-1.0742234,0.27990136,-0.69593066,0.7216819,1.5125839,1.0334553,-1.463664,1.6415553,0.91560155,1.3707378
-0.44252226,-0.15535934,1.6339661,-0.029466854,-1.8711759,1.4782468,1.215843,-0.27841523,0.58229214,0.2580764,-1.0026301,2.1689672,-0.65715945,1.4709438,-0.66001105,-0.048715435,0.67683756,0.3644099,-0.07283856,-1.8177233,0.8097675,-0.9492202,-1.0742234,0.27990136,-0.69593066,0.7216819,1.5125839,1.0334553,-1.463664,1.6415553,0.91560155,1.3707378
-0.44252226,-0.15535934,1.6339661,-0.029466854,-1.8711759,1.4782468,1.215843,-0.27841523,0.58229214,0.2580764,-1.0026301,2.1689672,-0.65715945,1.4709438,-0.66001105,-0.048715435,0.67683756,0.3644099,-0.07283856,-1.8177233,0.8097675,-0.9492202,-1.0742234,0.27990136,-0.69593066,0.7216819,1.5125839,1.0334553,-1.463664,1.6415553,0.91560155,1.3707378
0.07975723,0.119578384,0.50996596,-0.27371204,-0.4875109,0.810786,0.43896776,-0.072555415,-0.026640011,-0.15251575,-0.33277726,0.7430435,-0.39888093,0.54220116,-0.27723926,-0.14309219,0.2553454,0.063367635,-0.09028376,-0.82611376,0.470681,-0.14119011,-0.45314112,0.059048954,-0.1910288,0.2441656,0.7449784,0.40003854,-0.62837946,0.69057065,0.45601088,0.57226735
0.07975723,0.119578384,0.50996596,-0.27371204,-0.4875109,0.810786,0.43896776,-0.072555415,-0.026640011,-0.15251575,-0.33277726,0.7430435,-0.39888093,0.54220116,-0.27723926,-0.14309219,0.2553454,0.063367635,-0.09028376,-0.82611376,0.470681,-0.14119011,-0.45314112,0.059048954,-0.1910288,0.2441656,0.7449784,0.40003854,-0.62837946,0.69057065,0.45601088,0.57226735
0.07975723,0.119578384,0.50996596,-0.27371204,-0.4875109,0.810786,0.43896776,-0.072555415,-0.026640011,-0.15251575,-0.33277726,0.7430435,-0.39888093,0.54220116,-0.27723926,-0.14309219,0.2553454,0.063367635,-0.09028376,-0.82611376,0.470681,-0.14119011,-0.45314112,0.059048954,-0.1910288,0.2441656,0.7449784,0.40003854,-0.62837946,0.69057065,0.45601088,0.57226735
0.07975723,0.119578384,0.50996596,-0.27371204,-0.4875109,0.810786,0.43896776,-0.072555415,-0.026640011,-0.15251575,-0.33277726,0.7430435,-0.39888093,0.54220116,-0.27723926,-0.14309219,0.2553454,0.063367635,-0.09028376,-0.82611376,0.470681,-0.14119011,-0.45314112,0.059048954,-0.1910288,0.2441656,0.7449784,0.40003854,-0.62837946,0.69057065,0.45601088,0.57226735
0.08215365,0.12031189,0.5008246,-0.28921807,-0.47584537,0.80480075,0.4400254,-0.05992199,-0.022376645,-0.15414533,-0.32217565,0.7321948,-0.41302052,0.54095536,-0.28899568,-0.13680533,0.24198753,0.076290615,-0.098555766,-0.8179595,0.45934275,-0.15848942,-0.4574987,0.05995412,-0.21279542,0.2469403,0.7577263,0.41373038,-0.6265992,0.68816817,0.46800143,0.5645784
0.08215365,0.12031189,0.5008246,-0.28921807,-0.47584537,0.80480075,0.4400254,-0.05992199,-0.022376645,-0.15414533,-0.32217565,0.7321948,-0.41302052,0.54095536,-0.28899568,-0.13680533,0.24198753,0.076290615,-0.098555766,-0.8179595,0.45934275,-0.15848942,-0.4574987,0.05995412,-0.21279542,0.2469403,0.7577263,0.41373038,-0.6265992,0.68816817,0.46800143,0.5645784
0.08215365,0.12031189,0.5008246,-0.28921807,-0.47584537,0.80480075,0.4400254,-0.05992199,-0.022376645,-0.15414533,-0.32217565,0.7321948,-0.41302052,0.54095536,-0.28899568,-0.13680533,0.24198753,0.076290615,-0.098555766,-0.8179595,0.45934275,-0.15848942,-0.4574987,0.05995412,-0.21279542,0.2469403,0.7577263,0.41373038,-0.6265992,0.68816817,0.46800143,0.5645784
0.08215365,0.12031189,0.5008246,-0.28921807,-0.47584537,0.80480075,0.4400254,-0.05992199,-0.022376645,-0.15414533,-0.32217565,0.7321948,-0.41302052,0.54095536,-0.28899568,-0.13680533,0.24198753,0.076290615,-0.098555766,-0.8179595,0.45934275,-0.15848942,-0.4574987,0.05995412,-0.21279542,0.2469403,0.7577263,0.41373038,-0.6265992,0.68816817,0.46800143,0.5645784
0.08498067,0.11582355,0.49242392,-0.3023333,-0.46768093,0.8016949,0.44190192,-0.04717698,-0.024104875,-0.1653511,-0.3132298,0.726985,-0.42826933,0.5430593,-0.29485393,-0.13295712,0.23203737,0.0874259,-0.10320535,-0.8157473,0.45067003,-0.17205052,-0.4606675,0.057462253,-0.2249688,0.24747285,0.76660615,0.42587522,-0.62651056,0.6862376,0.47229728,0.5610565
0.08498067,0.11582355,0.49242392,-0.3023333,-0.46768093,0.8016949,0.44190192,-0.04717698,-0.024104875,-0.1653511,-0.3132298,0.726985,-0.42826933,0.5430593,-0.29485393,-0.13295712,0.23203737,0.0874259,-0.10320535,-0.8157473,0.45067003,-0.17205052,-0.4606675,0.057462253,-0.2249688,0.24747285,0.76660615,0.42587522,-0.62651056,0.6862376,0.47229728,0.5610565
0.08498067,0.11582355,0.49242392,-0.3023333,-0.46768093,0.8016949,0.44190192,-0.04717698,-0.024104875,-0.1653511,-0.3132298,0.726985,-0.42826933,0.5430593,-0.29485393,-0.13295712,0.23203737,0.0874259,-0.10320535,-0.8157473,0.45067003,-0.17205052,-0.4606675,0.057462253,-0.2249688,0.24747285,0.76660615,0.42587522,-0.62651056,0.6862376,0.47229728,0.5610565
0.08498067,0.11582355,0.49242392,-0.3023333,-0.46768093,0.8016949,0.44190192,-0.04717698,-0.024104875,-0.1653511,-0.3132298,0.726985,-0.42826933,0.5430593,-0.29485393,-0.13295712,0.23203737,0.0874259,-0.10320535,-0.8157473,0.45067003,-0.17205052,-0.4606675,0.057462253,-0.2249688,0.24747285,0.76660615,0.42587522,-0.62651056,0.6862376,0.47229728,0.5610565
-0.44252226,-0.15535934,1.6339661,-0.029466854,-1.8711759,1.4782468,1.215843,-0.27841523,0.58229214,0.2580764,-1.0026301,2.1689672,-0.65715945,1.4709438,-0.66001105,-0.048715435,0.67683756,0.3644099,-0.07283856,-1.8177233,0.8097675,-0.9492202,-1.0742234,0.27990136,-0.69593066,0.7216819,1.5125839,1.0334553,-1.463664,1.6415553,0.91560155,1.3707378
