GT_0,GT_1,GT_2,GT_3,GT_4,GT_5,GT_6,GT_7,GT_8,GT_9,GT_10,GT_11,GT_12,GT_13,GT_14,GT_15,GT_16,GT_17,GT_18,GT_19,GT_20,GT_21,GT_22,GT_23,GT_24,GT_25,GT_26,GT_27,GT_28,GT_29,GT_30,GT_31,GT_32,GT_33,GT_34,GT_35,GT_36,GT_37,GT_38,GT_39,GT_40,GT_41,GT_42,GT_43,GT_44,GT_45,GT_46,GT_47,GT_48,GT_49,GT_50,GT_51,GT_52,GT_53,GT_54,GT_55,GT_56,GT_57,GT_58,GT_59,GT_60,GT_61,GT_62,GT_63
2.4520912,-2.1390488,-2.2129905,-6.281883,-1.6668136,-0.30761483,1.6597764,9.316384,-1.427514,4.1511073,1.6184105,-7.1366277,2.0448487,2.6086426,3.5693681,-1.5248463,-1.3607224,2.6357067,1.4143617,0.8854225,5.319743,-3.1394074,4.174218,4.330444,1.7034925,-5.0563912,3.7615037,4.6637774,1.2711973,-2.3055112,-9.662805,-3.2474911,-5.9691744,0.25278816,-0.8313275,-1.3248701,3.8488057,-8.595578,-0.82276136,-2.0032985,3.5652106,-2.758455,-1.5875623,-1.7098855,-0.5649031,4.7412953,0.73694927,0.2960051,2.1021636,5.6675496,0.87742263,3.842035,1.0614941,-2.5239892,2.8050256,5.010527,-1.5968456,-4.032935,2.679127,2.9938583,3.1326604,-6.0118804,4.984101,4.032159
2.4520912,-2.1390488,-2.2129905,-6.281883,-1.6668136,-0.30761483,1.6597764,9.316384,-1.427514,4.1511073,1.6184105,-7.1366277,2.0448487,2.6086426,3.5693681,-1.5248463,-1.3607224,2.6357067,1.4143617,0.8854225,5.319743,-3.1394074,4.174218,4.330444,1.7034925,-5.0563912,3.7615037,4.6637774,1.2711973,-2.3055112,-9.662805,-3.2474911,-5.9691744,0.25278816,-0.8313275,-1.3248701,3.8488057,-8.595578,-0.82276136,-2.0032985,3.5652106,-2.758455,-1.5875623,-1.7098855,-0.5649031,4.7412953,0.73694927,0.2960051,2.1021636,5.6675496,0.87742263,3.842035,1.0614941,-2.5239892,2.8050256,5.010527,-1.5968456,-4.032935,2.679127,2.9938583,3.1326604,-6.0118804,4.984101,4.032159
2.4291573,-2.246914,-2.2136166,-6.3452506,-1.6830673,-0.26075405,1.643277,9.429411,-1.4604285,4.294299,1.6401316,-7.23651,2.0661767,2.656448,3.4662375,-1.4985975,-1.3087862,2.6148846,1.4221345,0.8524777,5.4269514,-3.1708624,4.291194,4.376592,1.7360073,-5.0031285,3.694586,4.8504014,1.3310941,-2.293372,-9.662982,-3.2916868,-6.0675454,0.19740899,-0.85231346,-1.3205354,3.8778725,-8.741442,-0.7395717,-2.0381155,3.7378347,-2.681114,-1.5298207,-1.7414557,-0.5903812,4.860402,0.6627161,0.3207397,2.1908886,5.794387,0.77370834,3.872289,1.0253909,-2.5555348,2.8206697,5.058603,-1.6994562,-4.117744,2.8185594,2.9730322,3.2017887,-6.0935845,5.0199504,4.123224
2.5269701,-2.3756905,-2.433125,-6.7157574,-1.8860354,-0.4236628,1.7761106,9.994947,-1.5339625,4.239633,1.5780734,-7.4411607,2.1805875,2.6218557,3.8497646,-1.5926032,-1.5385925,2.9068928,1.5299808,1.0383273,5.5590982,-3.551969,4.3463044,4.543451,1.804011,-5.4503474,4.2574162,4.9896474,1.3374325,-2.581823,-10.48609,-3.4871893,-6.266944,0.48288095,-0.82810354,-1.3028601,4.0083528,-9.105667,-0.995091,-2.0368822,3.741205,-2.9144557,-1.8657368,-1.826261,-0.70126086,4.918378,0.8095578,0.21575013,2.237279,6.0018787,0.9494767,4.092292,1.0687175,-2.5902085,3.0264995,5.2692056,-1.6570891,-4.230418,2.8327649,3.208844,3.2835412,-6.2597804,5.398463,4.1826715
2.5269701,-2.3756905,-2.433125,-6.7157574,-1.8860354,-0.4236628,1.7761106,9.994947,-1.5339625,4.239633,1.5780734,-7.4411607,2.1805875,2.6218557,3.8497646,-1.5926032,-1.5385925,2.9068928,1.5299808,1.0383273,5.5590982,-3.551969,4.3463044,4.543451,1.804011,-5.4503474,4.2574162,4.9896474,1.3374325,-2.581823,-10.48609,-3.4871893,-6.266944,0.48288095,-0.82810354,-1.3028601,4.0083528,-9.105667,-0.995091,-2.0368822,3.741205,-2.9144557,-1.8657368,-1.826261,-0.70126086,4.918378,0.8095578,0.21575013,2.237279,6.0018787,0.9494767,4.092292,1.0687175,-2.5902085,3.0264995,5.2692056,-1.6570891,-4.230418,2.8327649,3.208844,3.2835412,-6.2597804,5.398463,4.1826715
2.5269701,-2.3756905,-2.433125,-6.7157574,-1.8860354,-0.4236628,1.7761106,9.994947,-1.5339625,4.239633,1.5780734,-7.4411607,2.1805875,2.6218557,3.8497646,-1.5926032,-1.5385925,2.9068928,1.5299808,1.0383273,5.5590982,-3.551969,4.3463044,4.543451,1.804011,-5.4503474,4.2574162,4.9896474,1.3374325,-2.581823,-10.48609,-3.4871893,-6.266944,0.48288095,-0.82810354,-1.3028601,4.0083528,-9.105667,-0.995091,-2.0368822,3.741205,-2.9144557,-1.8657368,-1.826261,-0.70126086,4.918378,0.8095578,0.21575013,2.237279,6.0018787,0.9494767,4.092292,1.0687175,-2.5902085,3.0264995,5.2692056,-1.6570891,-4.230418,2.8327649,3.208844,3.2835412,-6.2597804,5.398463,4.1826715
2.5269701,-2.3756905,-2.433125,-6.7157574,-1.8860354,-0.4236628,1.7761106,9.994947,-1.5339625,4.239633,1.5780734,-7.4411607,2.1805875,2.6218557,3.8497646,-1.5926032,-1.5385925,2.9068928,1.5299808,1.0383273,5.5590982,-3.551969,4.3463044,4.543451,1.804011,-5.4503474,4.2574162,4.9896474,1.3374325,-2.581823,-10.48609,-3.4871893,-6.266944,0.48288095,-0.82810354,-1.3028601,4.0083528,-9.105667,-0.995091,-2.0368822,3.741205,-2.9144557,-1.8657368,-1.826261,-0.70126086,4.918378,0.8095578,0.21575013,2.237279,6.0018787,0.9494767,4.092292,1.0687175,-2.5902085,3.0264995,5.2692056,-1.6570891,-4.230418,2.8327649,3.208844,3.2835412,-6.2597804,5.398463,4.1826715
2.4566388,-2.5573564,-2.2064312,-6.436797,-1.6629694,-0.15309645,1.7901206,9.920673,-1.5734329,4.707042,1.8238169,-7.800232,2.3096585,2.9423597,3.4794252,-1.4019572,-1.223874,2.6358805,1.4518595,0.675311,5.727146,-3.27707,4.5866985,4.638263,1.7131586,-5.0214663,3.6383033,5.40488,1.3451772,-2.339677,-9.805064,-3.4230256,-6.5015,0.0030346895,-0.87072116,-1.3765198,4.055146,-9.24393,-0.5407997,-2.0628657,4.1196704,-2.7822824,-1.602916,-1.9158493,-0.597246,5.260698,0.6145448,0.22738747,2.3918927,6.2306447,0.52215916,4.1682477,1.0649718,-2.5826306,3.0619493,5.206313,-1.9722472,-4.524308,3.1426432,3.1139853,3.4472704,-6.497033,5.36948,4.5491004
2.4566388,-2.5573564,-2.2064312,-6.436797,-1.6629694,-0.15309645,1.7901206,9.920673,-1.5734329,4.707042,1.8238169,-7.800232,2.3096585,2.9423597,3.4794252,-1.4019572,-1.223874,2.6358805,1.4518595,0.675311,5.727146,-3.27707,4.5866985,4.638263,1.7131586,-5.0214663,3.6383033,5.40488,1.3451772,-2.339677,-9.805064,-3.4230256,-6.5015,0.0030346895,-0.87072116,-1.3765198,4.055146,-9.24393,-0.5407997,-2.0628657,4.1196704,-2.7822824,-1.602916,-1.9158493,-0.597246,5.260698,0.6145448,0.22738747,2.3918927,6.2306447,0.52215916,4.1682477,1.0649718,-2.5826306,3.0619493,5.206313,-1.9722472,-4.524308,3.1426432,3.1139853,3.4472704,-6.497033,5.36948,4.5491004
2.4566388,-2.5573564,-2.2064312,-6.436797,-1.6629694,-0.15309645,1.7901206,9.920673,-1.5734329,4.707042,1.8238169,-7.800232,2.3096585,2.9423597,3.4794252,-1.4019572,-1.223874,2.6358805,1.4518595,0.675311,5.727146,-3.27707,4.5866985,4.638263,1.7131586,-5.0214663,3.6383033,5.40488,1.3451772,-2.339677,-9.805064,-3.4230256,-6.5015,0.0030346895,-0.87072116,-1.3765198,4.055146,-9.24393,-0.5407997,-2.0628657,4.1196704,-2.7822824,-1.602916,-1.9158493,-0.597246,5.260698,0.6145448,0.22738747,2.3918927,6.2306447,0.52215916,4.1682477,1.0649718,-2.5826306,3.0619493,5.206313,-1.9722472,-4.524308,3.1426432,3.1139853,3.4472704,-6.497033,5.36948,4.5491004
2.4566388,-2.5573564,-2.2064312,-6.436797,-1.6629694,-0.15309645,1.7901206,9.920673,-1.5734329,4.707042,1.8238169,-7.800232,2.3096585,2.9423597,3.4794252,-1.4019572,-1.223874,2.6358805,1.4518595,0.675311,5.727146,-3.27707,4.5866985,4.638263,1.7131586,-5.0214663,3.6383033,5.40488,1.3451772,-2.339677,-9.805064,-3.4230256,-6.5015,0.0030346895,-0.87072116,-1.3765198,4.055146,-9.24393,-0.5407997,-2.0628657,4.1196704,-2.7822824,-1.602916,-1.9158493,-0.597246,5.260698,0.6145448,0.22738747,2.3918927,6.2306447,0.52215916,4.1682477,1.0649718,-2.5826306,3.0619493,5.206313,-1.9722472,-4.524308,3.1426432,3.1139853,3.4472704,-6.497033,5.36948,4.5491004
2.6972833,-1.9742624,-3.131642,-8.260769,-2.0376072,-0.87005347,2.0906575,12.321526,-2.3871186,5.2151356,2.8686352,-8.595386,3.0782602,4.2787814,4.79654,-2.7554634,-2.4310114,3.8180423,2.1499515,1.3459672,7.198235,-3.995243,4.8724546,6.479617,2.5536685,-7.0679317,6.5464354,5.3734746,1.694803,-2.9651234,-13.245014,-5.296112,-7.5928774,0.07660583,-0.52252364,-1.6753775,5.343761,-11.701421,-1.9283082,-2.6383758,4.0281224,-3.3941476,-3.134169,-3.0598617,-1.3385314,6.8194237,1.1911802,-0.5801373,2.3354516,6.7233443,1.7940357,4.6979833,1.4655808,-3.8540862,3.7133873,6.917717,-0.96871483,-4.5664034,2.7411218,4.887223,3.7102437,-7.176495,6.421653,4.8223114
2.6972833,-1.9742624,-3.131642,-8.260769,-2.0376072,-0.87005347,2.0906575,12.321526,-2.3871186,5.2151356,2.8686352,-8.595386,3.0782602,4.2787814,4.79654,-2.7554634,-2.4310114,3.8180423,2.1499515,1.3459672,7.198235,-3.995243,4.8724546,6.479617,2.5536685,-7.0679317,6.5464354,5.3734746,1.694803,-2.9651234,-13.245014,-5.296112,-7.5928774,0.07660583,-0.52252364,-1.6753775,5.343761,-11.701421,-1.9283082,-2.6383758,4.0281224,-3.3941476,-3.134169,-3.0598617,-1.3385314,6.8194237,1.1911802,-0.5801373,2.3354516,6.7233443,1.7940357,4.6979833,1.4655808,-3.8540862,3.7133873,6.917717,-0.96871483,-4.5664034,2.7411218,4.887223,3.7102437,-7.176495,6.421653,4.8223114
2.6972833,-1.9742624,-3.131642,-8.260769,-2.0376072,-0.87005347,2.0906575,12.321526,-2.3871186,5.2151356,2.8686352,-8.595386,3.0782602,4.2787814,4.79654,-2.7554634,-2.4310114,3.8180423,2.1499515,1.3459672,7.198235,-3.995243,4.8724546,6.479617,2.5536685,-7.0679317,6.5464354,5.3734746,1.694803,-2.9651234,-13.245014,-5.296112,-7.5928774,0.07660583,-0.52252364,-1.6753775,5.343761,-11.701421,-1.9283082,-2.6383758,4.0281224,-3.3941476,-3.134169,-3.0598617,-1.3385314,6.8194237,1.1911802,-0.5801373,2.3354516,6.7233443,1.7940357,4.6979833,1.4655808,-3.8540862,3.7133873,6.917717,-0.96871483,-4.5664034,2.7411218,4.887223,3.7102437,-7.176495,6.421653,4.8223114
2.6972833,-1.9742624,-3.131642,-8.260769,-2.0376072,-0.87005347,2.0906575,12.321526,-2.3871186,5.2151356,2.8686352,-8.595386,3.0782602,4.2787814,4.79654,-2.7554634,-2.4310114,3.8180423,2.1499515,1.3459672,7.198235,-3.995243,4.8724546,6.479617,2.5536685,-7.0679317,6.5464354,5.3734746,1.694803,-2.9651234,-13.245014,-5.296112,-7.5928774,0.07660583,-0.52252364,-1.6753775,5.343761,-11.701421,-1.9283082,-2.6383758,4.0281224,-3.3941476,-3.134169,-3.0598617,-1.3385314,6.8194237,1.1911802,-0.5801373,2.3354516,6.7233443,1.7940357,4.6979833,1.4655808,-3.8540862,3.7133873,6.917717,-0.96871483,-4.5664034,2.7411218,4.887223,3.7102437,-7.176495,6.421653,4.8223114
2.6668386,-2.2917047,-2.352787,-6.621465,-1.8094178,-0.45151386,1.6719594,10.096278,-1.7518772,4.321433,1.6743362,-7.4497156,2.1603997,2.4102836,3.8665984,-1.5394609,-1.6007125,2.9343462,1.6378458,1.1033208,5.5872297,-3.380041,4.2893996,4.6108193,1.7788026,-5.563899,4.446951,4.7255707,1.4484235,-2.613598,-10.596454,-3.664431,-6.333087,0.5471071,-0.9484981,-1.2009841,4.1316676,-9.1993885,-0.99593794,-2.1937454,3.609831,-2.9692924,-1.9255753,-1.929242,-0.8042279,4.94309,0.62182397,0.12902269,2.3049479,6.0436945,1.0612085,4.0770483,1.1123176,-2.8922656,2.933944,5.383414,-1.665719,-4.0371056,2.7953205,3.3331535,3.2022448,-6.3456044,5.3793464,4.117964
2.6668386,-2.2917047,-2.352787,-6.621465,-1.8094178,-0.45151386,1.6719594,10.096278,-1.7518772,4.321433,1.6743362,-7.4497156,2.1603997,2.4102836,3.8665984,-1.5394609,-1.6007125,2.9343462,1.6378458,1.1033208,5.5872297,-3.380041,4.2893996,4.6108193,1.7788026,-5.563899,4.446951,4.7255707,1.4484235,-2.613598,-10.596454,-3.664431,-6.333087,0.5471071,-0.9484981,-1.2009841,4.1316676,-9.1993885,-0.99593794,-2.1937454,3.609831,-2.9692924,-1.9255753,-1.929242,-0.8042279,4.94309,0.62182397,0.12902269,2.3049479,6.0436945,1.0612085,4.0770483,1.1123176,-2.8922656,2.933944,5.383414,-1.665719,-4.0371056,2.7953205,3.3331535,3.2022448,-6.3456044,5.3793464,4.117964
2.6668386,-2.2917047,-2.352787,-6.621465,-1.8094178,-0.45151386,1.6719594,10.096278,-1.7518772,4.321433,1.6743362,-7.4497156,2.1603997,2.4102836,3.8665984,-1.5394609,-1.6007125,2.9343462,1.6378458,1.1033208,5.5872297,-3.380041,4.2893996,4.6108193,1.7788026,-5.563899,4.446951,4.7255707,1.4484235,-2.613598,-10.596454,-3.664431,-6.333087,0.5471071,-0.9484981,-1.2009841,4.1316676,-9.1993885,-0.99593794,-2.1937454,3.609831,-2.9692924,-1.9255753,-1.929242,-0.8042279,4.94309,0.62182397,0.12902269,2.3049479,6.0436945,1.0612085,4.0770483,1.1123176,-2.8922656,2.933944,5.383414,-1.665719,-4.0371056,2.7953205,3.3331535,3.2022448,-6.3456044,5.3793464,4.117964
2.6668386,-2.2917047,-2.352787,-6.621465,-1.8094178,-0.45151386,1.6719594,10.096278,-1.7518772,4.321433,1.6743362,-7.4497156,2.1603997,2.4102836,3.8665984,-1.5394609,-1.6007125,2.9343462,1.6378458,1.1033208,5.5872297,-3.380041,4.2893996,4.6108193,1.7788026,-5.563899,4.446951,4.7255707,1.4484235,-2.613598,-10.596454,-3.664431,-6.333087,0.5471071,-0.9484981,-1.2009841,4.1316676,-9.1993885,-0.99593794,-2.1937454,3.609831,-2.9692924,-1.9255753,-1.929242,-0.8042279,4.94309,0.62182397,0.12902269,2.3049479,6.0436945,1.0612085,4.0770483,1.1123176,-2.8922656,2.933944,5.383414,-1.665719,-4.0371056,2.7953205,3.3331535,3.2022448,-6.3456044,5.3793464,4.117964
2.5268993,-2.3756793,-2.4331462,-6.71588,-1.8860693,-0.42364135,1.776092,9.99509,-1.5339191,4.239606,1.5781068,-7.441145,2.1805751,2.6218817,3.8498292,-1.5926436,-1.5386266,2.9069135,1.5299736,1.0383332,5.559132,-3.5519972,4.346395,4.5434303,1.8040195,-5.450357,4.2574835,4.989663,1.3374687,-2.581835,-10.4861965,-3.487212,-6.267014,0.48292074,-0.8280578,-1.3028897,4.0084033,-9.105706,-0.9950955,-2.0369222,3.7412176,-2.9144838,-1.8657426,-1.8262292,-0.7012088,4.91839,0.8095237,0.215788,2.2372096,6.0019016,0.94947165,4.092365,1.0687934,-2.5902314,3.0265646,5.2692723,-1.6570506,-4.2304473,2.8327034,3.2088614,3.283595,-6.2598424,5.3984747,4.1826553
2.5268993,-2.3756793,-2.4331462,-6.71588,-1.8860693,-0.42364135,1.776092,9.99509,-1.5339191,4.239606,1.5781068,-7.441145,2.1805751,2.6218817,3.8498292,-1.5926436,-1.5386266,2.9069135,1.5299736,1.0383332,5.559132,-3.5519972,4.346395,4.5434303,1.8040195,-5.450357,4.2574835,4.989663,1.3374687,-2.581835,-10.4861965,-3.487212,-6.267014,0.48292074,-0.8280578,-1.3028897,4.0084033,-9.105706,-0.9950955,-2.0369222,3.7412176,-2.9144838,-1.8657426,-1.8262292,-0.7012088,4.91839,0.8095237,0.215788,2.2372096,6.0019016,0.94947165,4.092365,1.0687934,-2.5902314,3.0265646,5.2692723,-1.6570506,-4.2304473,2.8327034,3.2088614,3.283595,-6.2598424,5.3984747,4.1826553
2.5268993,-2.3756793,-2.4331462,-6.71588,-1.8860693,-0.42364135,1.776092,9.99509,-1.5339191,4.239606,1.5781068,-7.441145,2.1805751,2.6218817,3.8498292,-1.5926436,-1.5386266,2.9069135,1.5299736,1.0383332,5.559132,-3.5519972,4.346395,4.5434303,1.8040195,-5.450357,4.2574835,4.989663,1.3374687,-2.581835,-10.4861965,-3.487212,-6.267014,0.48292074,-0.8280578,-1.3028897,4.0084033,-9.105706,-0.9950955,-2.0369222,3.7412176,-2.9144838,-1.8657426,-1.8262292,-0.7012088,4.91839,0.8095237,0.215788,2.2372096,6.0019016,0.94947165,4.092365,1.0687934,-2.5902314,3.0265646,5.2692723,-1.6570506,-4.2304473,2.8327034,3.2088614,3.283595,-6.2598424,5.3984747,4.1826553
2.5268993,-2.3756793,-2.4331462,-6.71588,-1.8860693,-0.42364135,1.776092,9.99509,-1.5339191,4.239606,1.5781068,-7.441145,2.1805751,2.6218817,3.8498292,-1.5926436,-1.5386266,2.9069135,1.5299736,1.0383332,5.559132,-3.5519972,4.346395,4.5434303,1.8040195,-5.450357,4.2574835,4.989663,1.3374687,-2.581835,-10.4861965,-3.487212,-6.267014,0.48292074,-0.8280578,-1.3028897,4.0084033,-9.105706,-0.9950955,-2.0369222,3.7412176,-2.9144838,-1.8657426,-1.8262292,-0.7012088,4.91839,0.8095237,0.215788,2.2372096,6.0019016,0.94947165,4.092365,1.0687934,-2.5902314,3.0265646,5.2692723,-1.6570506,-4.2304473,2.8327034,3.2088614,3.283595,-6.2598424,5.3984747,4.1826553
